,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape
118,2036.0,宁波市海曙区集士港镇三禾幼儿园,宁波市海曙区集士港镇商贸路9号,121.4375459,29.86673641,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A110000B87663C0005C5E4050E8F26FE2DD3D40
119,2040.0,杭州市余杭区文正小学,杭州市余杭区南苑街道耕读路108号,120.2973926,30.36824937,杭州市,余杭区,南苑街道,小学,330110.0,初等教育,,01010000208A1100005025E17A08135E4030553097455E3E40
120,2069.0,宁波市第二中学,宁波市共青路7号,121.5363996,29.86732578,宁波市,海曙区,月湖街道,高级中学,330203.0,中等教育,,01010000208A11000040AFDC5E54625E406031E70F09DE3D40
121,2074.0,杭州市余杭区闲林白洋畈幼儿园,杭州市余杭区闲林街道闲林西路88号,119.9732493,30.23361,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A11000040797BB749FE5D40C0046EDDCD3B3E40
122,2104.0,宁波市海曙区石碶街道雅悦幼儿园,宁波市海曙区石碶街道雅戈尔大道51号大悦雅园27号,121.51168,29.83642924,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A11000038D76E5DBF605E4050EC023A20D63D40
123,2109.0,义乌市江东街道叮叮幼儿园,义乌市江东街道桥东三区5幢3号,120.08768,29.30468763,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A1100001064888C9C055E4000762102004E3D40
124,2116.0,杭州仁和实验学校,杭州西湖风景名胜区梅灵南路5号,120.092825,30.179154,杭州市,西湖区,西湖街道,十二年一贯制学校,330106.0,中等教育,,01010000208A11000010D044D8F0055E4090F25A09DD2D3E40
125,2141.0,杭州师范大学幼儿园,杭州市西湖区教工路142号,120.1322934,30.28354823,杭州市,西湖区,西溪街道,幼儿园,330106.0,学前教育,,01010000208A110000E8FCC17E77085E40C036D19D96483E40
126,2144.0,宁波市海曙区古林镇宝韵华城幼儿园,浙江省宁波市海曙区古林镇盛世华城小区38栋,121.4987958,29.86974467,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A11000078120C45EC5F5E40B0A22496A7DE3D40
127,2162.0,宁波市海曙区镇明中心小学,宁波市海曙区云石街52号，宁波市海曙区云霞路226号,121.525747,29.857685,宁波市,海曙区,段塘街道,小学,330203.0,初等教育,,01010000208A11000018BEBED6A5615E401045813E91DB3D40
128,2164.0,义乌市廿三里米兰幼儿园,义乌市廿三里衬托新村11栋,120.166953,29.35345753,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000D074815BAF0A5E4080944F317C5A3D40
129,2186.0,宁波市海曙区横街镇凤岙学校,浙江省宁波市海曙区横街镇凤岙村1号,121.3848533,29.85043595,宁波市,海曙区,横街镇,小学,330203.0,初等教育,,01010000208A110000F80AE46FA1585E40B0698F2BB6D93D40
130,2193.0,宁波市海曙区集士港镇希望幼儿园,宁波市海曙区集士港镇双银村徐家20号,121.3937462,29.89236127,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A1100005016532333595E40000CD8C971E43D40
131,2199.0,义乌市稠城康乐幼儿园,义乌市稠城街道香港城一街28号,120.0800775,29.31012611,金华市,义乌市,稠城街道,幼儿园,,学前教育,,01010000208A110000E89087FD1F055E40609CA66C644F3D40
132,2248.0,宁波市海曙区鄞江镇梅园幼儿园,宁波市海曙区鄞江镇大桥村车站中174号,121.3686,29.80510231,宁波市,海曙区,鄞江镇,幼儿园,330203.0,学前教育,,01010000208A1100007066752497575E40E044682F1BCE3D40
133,2251.0,杭州市西湖区文新学前教育集团（总园）,杭州市西湖区古墩路580-2,120.094461,30.29080745,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A110000989528A60B065E40E0975E5B724A3E40
134,2276.0,义乌市后宅守真幼儿园,后宅街道北站四区73幢,120.0385534,29.37125993,金华市,义乌市,后宅街道,幼儿园,330784.0,学前教育,,01010000208A110000D87488A877025E40D05E05E40A5F3D40
135,2304.0,浙江新世纪经贸专修学院,杭州市余杭区天目山西路355号,119.9683002,30.24055365,杭州市,余杭区,闲林街道,民办的其他高等教育机构,330110.0,其他教育,,01010000208A110000B02A30A1F8FD5D4000DD9CEC943D3E40
136,2307.0,义乌市荷塘月色幼儿园,义乌市福田街道西城北路荷塘月色小区内,120.0987628,29.36223802,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000E0DB4F2152065E40A07292A1BB5C3D40
137,2336.0,义乌市廿三里街道东陈幼儿园,义乌市廿三里街道东陈村99号,120.159831,29.3489779,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000306EDBAB3A0A5E406069A89D56593D40
138,2343.0,杭州市余杭区临平街道中心幼儿园,余杭区临平街道新洲路951号,120.2708069,30.44232771,杭州市,余杭区,临平街道,幼儿园,330110.0,学前教育,,01010000208A110000306E63E654115E4010DC8C633C713E40
139,2360.0,杭州市余杭区未来科技城海云幼儿园,杭州市余杭区仓前街道创景路9号,119.9926887,30.2867093,杭州市,余杭区,仓前街道,幼儿园,330110.0,学前教育,,01010000208A110000605C3D3688FF5D40908CE3C765493E40
140,2376.0,义乌市龙回实验小学,义乌市稠江街道永茂路122号,120.0136703,29.29204773,金华市,义乌市,稠江街道,小学,330782.0,初等教育,,01010000208A11000058034AF9DF005E4010EDD4A3C34A3D40
141,2435.0,杭州市余杭区未来科技城海曙小学,杭州市余杭区五常街道联创街2-2,120.0263865,30.2943386,杭州市,余杭区,五常街道,小学,330110.0,初等教育,,01010000208A11000028B41E51B0015E40508A4DC6594B3E40
142,2443.0,中国美术学院附属中等美术学校,杭州市西湖区转塘象山352号,120.0700387,30.15954613,杭州市,西湖区,转塘街道,中等技术学校,330106.0,中等教育,,01010000208A1100001814A2837B045E40A05FD103D8283E40
143,2527.0,宁波市海曙区高桥镇藕缆桥幼儿园,宁波市海曙区高桥镇藕缆桥村1号,121.4924476,29.86992308,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000E841D342845F5E4030C05D47B3DE3D40
144,2548.0,宁波市海曙区石碶横涨幼儿园,宁波市海曙区石碶街道横涨村工业区14号,121.4420221,29.79164957,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A11000048E9F2164A5C5E406056D98BA9CA3D40
145,2592.0,宁波市海曙区鄞江镇中心小学,浙江省宁波市海曙区鄞江镇竹节岭路,121.3550328,29.78431364,宁波市,海曙区,鄞江镇,小学,330203.0,初等教育,,01010000208A11000070A975DBB8565E40406D48C7C8C83D40
146,2607.0,宁波市海曙区高桥镇中心小学,浙江省宁波市海曙区高桥镇秀丰村,121.4600183,29.89478631,宁波市,海曙区,高桥镇,小学,330203.0,初等教育,,01010000208A110000B0AFC6F0705D5E40407925B710E53D40
147,2624.0,义乌市北苑星空幼儿园,浙江省义乌市北苑街道莲塘村委会,120.0613237,29.34073411,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000078734BBAEC035E40E07DBA593A573D40
148,2631.0,杭州市余杭区梧桐树幼儿园,杭州市余杭区梧桐树幼儿园,120.2731694,30.36771442,杭州市,余杭区,乔司街道,幼儿园,330110.0,学前教育,,01010000208A1100006842889B7B115E4060483388225E3E40
149,2633.0,杭州市余杭区闲林和睦小学,杭州市余杭区闲林街道良睦路蒋家桥,120.0035829,30.24227494,杭州市,余杭区,闲林街道,小学,330110.0,初等教育,,01010000208A11000080868AB33A005E40C0F0FFBA053E3E40
150,2697.0,宁波市华光学校,浙江省宁波市海曙区鄞江镇四明东路97弄20号,121.3593395,29.78264113,宁波市,海曙区,鄞江镇,完全中学,330203.0,中等教育,,01010000208A110000E0A32F6BFF565E40D0085B2B5BC83D40
151,2701.0,宁波市四明职业高级中学,宁波市海曙区章水镇蜜岩,121.2723442,29.82766143,宁波市,海曙区,章水镇,职业高中学校,330203.0,中等教育,,01010000208A110000D85536166E515E4040E5A29EE1D33D40
152,2706.0,杭州市余杭区良渚杭行路小学,杭州市余杭区良渚街道杭行路与郁宅路交叉口向东200米杭行路小学,120.1115615,30.35945038,杭州市,余杭区,良渚街道,小学,330110.0,初等教育,,01010000208A11000078BABED223075E401085B7F0045C3E40
153,2707.0,宁波市海曙区石碶冯家幼儿园,宁波市海曙区石碶街道冯家村2号,121.4844587,29.82395636,宁波市,海曙区,石碶街道,幼儿园,330213.0,学前教育,,01010000208A1100007069135F015F5E40700EBECDEED23D40
154,2711.0,杭州市余杭区绿城育华翡翠城学校,杭州市余杭区闲林街道高教路,120.0098154,30.25030815,杭州市,余杭区,闲林街道,九年一贯制学校,330110.0,中等教育,,01010000208A110000B098F2D0A0005E40A00EF33114403E40
155,2724.0,宁波市海曙艾迪幼儿园,宁波市海曙区集士港镇广盛路585号,121.4376471,29.85698327,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A1100007833F868025C5E400093694163DB3D40
156,2738.0,义乌市稠江米德幼儿园,义乌市稠江街道米德幼儿园,120.039039,29.28537462,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000F0993C9D7F025E40206B9B4F0E493D40
157,2777.0,杭州市西湖区小和山幼儿园,杭州市西湖区留和路翰墨香林小区,120.0111928,30.21146279,杭州市,西湖区,留下街道,幼儿园,330106.0,学前教育,,01010000208A11000078B50462B7005E40F0C7DE6C22363E40
158,2801.0,义乌市北苑小学,义乌市北苑街道拥军路209号,120.0413712,29.33940263,金华市,义乌市,北苑街道,小学,330782.0,初等教育,,01010000208A110000480B68D3A5025E40C06F3317E3563D40
159,2825.0,杭州市余杭区凤凰幼儿园,杭州市余杭区余杭街道城东路6号,119.9500036,30.25458558,杭州市,余杭区,余杭街道,幼儿园,330110.0,学前教育,,01010000208A11000020C70ADCCCFC5D4020B94C852C413E40
160,2827.0,宁波市海曙区石碶雅源幼儿园,宁波市海曙区石碶街道雅渡村万利路8号,121.4952956,29.81873611,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000F85456ECB25F5E40A0FAA5B098D13D40
161,2844.0,义乌市廿三里蒙正幼儿园,义乌市廿三里街道王店东区6-8号,120.1845662,29.34125268,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000304186EECF0B5E4030FAE7555C573D40
162,2881.0,杭州应用声学研究所,杭州市西湖区留下街道屏峰715号,120.0461603,30.22756827,杭州市,西湖区,留下街道,培养研究生的科研机构,330106.0,其他教育,,01010000208A11000038576C4AF4025E40F06F16EA413A3E40
163,2916.0,宁波市鄞州区重竞技学校,宁波市鄞州区鄞江镇朱节岭路100号,121.3566056,29.78617955,宁波市,海曙区,鄞江镇,完全中学,330203.0,中等教育,,01010000208A110000200C72A0D2565E40C09F281043C93D40
164,2967.0,义乌市欧景幼儿园,浙江省义乌市贝村路欧景名城小区内,120.0353498,29.27767849,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A11000020FEC32B43025E40505A01F015473D40
165,2976.0,宁波市海曙区古林镇中心小学,浙江省宁波市海曙区古林镇古林村1号,121.4380761,29.82871399,宁波市,海曙区,古林镇,小学,330203.0,初等教育,,01010000208A11000010BD5770095C5E4020E78F9926D43D40
166,2993.0,义乌市北苑卡璐璐幼儿园,浙江省金华市义乌市北苑街道黄杨梅一区89幢,120.0429828,29.31146464,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000F03CB63AC0025E4080C67D25BC4F3D40
167,3003.0,宁波市古林职业高级中学,海曙区古林镇中心路270号,121.432776,29.84094937,宁波市,海曙区,古林镇,职业高中学校,330203.0,中等教育,,01010000208A110000F0CF0F9AB25B5E406072357548D73D40
168,3010.0,义乌市佛堂镇实验幼儿园,佛堂镇湖山村蟠龙路江北路交叉口,120.0104277,29.21365992,金华市,义乌市,佛堂镇,幼儿园,,学前教育,,01010000208A110000F0FED9D8AA005E4020648B6AB2363D40
169,3012.0,杭州市余杭区杭运幼儿园,余杭区良渚街道兰陵路90号,120.121288,30.34400172,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000602BAD2EC3075E4080A43E7F10583E40
170,3067.0,义乌市赤岸双峰幼儿园,义乌市赤岸镇双峰路99号,120.0313399,29.14821752,金华市,义乌市,赤岸镇,幼儿园,330782.0,学前教育,,01010000208A110000183E0F7901025E4010EA4795F1253D40
171,3090.0,义乌市稠城一朵幼儿园,义乌市稠城街道城中北路280巷-9,120.080959,29.32546548,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A110000E88CAB6E2E055E40B093A8B451533D40
172,3105.0,杭州市广播电视中等专业学校,杭州市文一西路37号,120.1122199,30.28937833,杭州市,西湖区,古荡街道,成人中等专业学校,330106.0,中等教育,,01010000208A110000C8BC779C2E075E4070B3D0B2144A3E40
173,3126.0,浙江大学幼儿园实验园,杭州市西湖区求是村内,120.1257567,30.26523628,杭州市,西湖区,灵隐街道,幼儿园,330106.0,学前教育,,01010000208A110000389EE5650C085E4010E76486E6433E40
174,3136.0,义乌市东方国际村幼儿园,浙江省义乌市北苑街道四季社区居委会,120.0383638,29.31355329,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000010CF738D74025E4060833D0745503D40
175,3141.0,杭州市余杭区贝尔乐幼儿园,杭州市余杭区良渚街道南庄兜东苑小区内,120.1174608,30.38603063,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A11000098DC507A84075E40A0EC31E7D2623E40
176,3166.0,杭州市西湖区之江幼儿园,杭州市西湖区珊瑚沙家园22幢,120.0964717,30.16659346,杭州市,西湖区,转塘街道,幼儿园,330106.0,学前教育,,01010000208A110000081168972C065E40F02172DEA52A3E40
177,3168.0,义乌市佛堂镇倍磊学校,义乌市佛堂镇倍磊八宝西路23号,119.9779408,29.16915652,金华市,义乌市,佛堂镇,小学,330782.0,初等教育,,01010000208A110000C0F6D09496FE5D4090D463D74D2B3D40
178,3181.0,义乌市后宅街道何界幼儿园,后宅街道何界新村37幢,120.0403057,29.37074543,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A11000038DE6A5E94025E40401B1C2CE95E3D40
179,3185.0,义乌市廿三里街道和平幼儿园,义乌市廿三里街道华溪村,120.2015456,29.35350784,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000B0D38D1FE60C5E408090707D7F5A3D40
180,3187.0,宁波市海曙区石碶博娃幼儿园,宁波市海曙区石碶街道塘西中路100号,121.4998694,29.83583422,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000008410DCFD5F5E40A0A94C3BF9D53D40
181,3197.0,义乌市福田心连心幼儿园,九如堂村16号,120.131743,29.344062,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000881E317A6E085E40E0CB7D7214583D40
182,3215.0,德清县乐乐幼儿园,德清县武康街道万马路177号,119.9524654,30.54149408,湖州市,德清县,武康街道,幼儿园,330521.0,学前教育,,01010000208A110000788E7931F5FC5D40E093245B9F8A3E40
183,3237.0,义乌市廿三里金桥智慧树幼儿园,义乌市廿三里街道商源路8号,120.1657827,29.3250036,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A11000018C0282F9C0A5E4090609D6F33533D40
184,3245.0,宁波市海曙区广济中心小学,宁波市海曙区月湖街道金带巷15号,121.542894,29.871116,宁波市,海曙区,月湖街道,小学,330203.0,初等教育,,01010000208A11000078CC79C6BE625E40B0054B7501DF3D40
185,3248.0,杭州市余杭区人和幼儿园,杭州市余杭区五常路口荆长路一号,120.0377622,30.24204948,杭州市,余杭区,五常街道,幼儿园,330110.0,学前教育,,01010000208A110000183C4DB26A025E40B07F75F4F63D3E40
186,3255.0,宁波市海曙区丽象幼儿园,宁波市气象路450号,121.5110363,29.86463322,宁波市,海曙区,白云街道,幼儿园,330203.0,学前教育,,01010000208A11000010AE78D1B4605E4060EF4A9A58DD3D40
187,3256.0,杭州市余杭区塘栖镇第二幼儿园,杭州市余杭区塘栖镇绿荫街100号,120.1826763,30.47152978,杭州市,余杭区,塘栖镇,幼儿园,330110.0,学前教育,,01010000208A11000008B6F1F7B00B5E40B05E092DB6783E40
188,3310.0,宁波市海曙区石碶立星学校,宁波市海曙区石碶街道星光村沈家西113号,121.4806085,29.80478757,宁波市,海曙区,石碶街道,九年一贯制学校,330203.0,中等教育,,01010000208A1100001876194AC25E5E409032D48E06CE3D40
189,3325.0,宁波市海曙区石碶波波幼儿园,宁波市海曙区石碶街道栎社车站新村128号,121.4789847,29.81062187,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000A89590AFA75E5E4080E423EA84CF3D40
190,3346.0,杭州市余杭区树兰高级中学,余杭区兴国路535号,120.2296736,30.47216248,杭州市,余杭区,塘栖镇,高级中学,330110.0,中等教育,,01010000208A1100000022ABF8B20E5E409096F2A3DF783E40
191,3359.0,义乌市后宅街道遗安幼儿园,义乌市后宅街道城北路166号,120.0611191,29.35322179,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A11000050EA1560E9035E40602B51BE6C5A3D40
192,3366.0,义乌市廿三里博哈幼儿园,义乌市廿三里街道下朱宅祥云路122号,120.1664801,29.32214352,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000C0DF039CA70A5E40C0327CFF77523D40
193,3397.0,杭州市余杭区长乐金舟城幼儿园,杭州市余杭区径山镇长乐径东路43号,119.8520183,30.34005297,杭州市,余杭区,径山镇,幼儿园,330110.0,学前教育,,01010000208A1100003038DC7787F65D40402C14B60D573E40
194,3398.0,杭州市余杭区金城英特西溪海幼儿园,杭州市余杭区上和路123号,119.9772838,30.2477236,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A110000480086D18BFE5D40105565D06A3F3E40
195,3399.0,宁波市海曙区鄞江镇琴琴幼儿园,宁波市海曙区鄞江镇王元玮路26号,121.3498552,29.77114938,宁波市,海曙区,鄞江镇,幼儿园,330203.0,学前教育,,01010000208A11000000DBE80664565E40406EB70B6AC53D40
196,3419.0,浙江师范大学附属义乌实验学校,浙江省义乌市北苑街道拥军路209号,120.0402159,29.33945767,金华市,义乌市,北苑街道,初级中学,330782.0,中等教育,,01010000208A110000107EA2E592025E40C06F9EB2E6563D40
197,3427.0,义乌市稠江龙回智慧幼儿园,义乌市稠江街道龙回村二区39幢1-2号,120.015655,29.29330014,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A11000030B0F77D00015E40E018DAB7154B3D40
198,3461.0,义乌市北苑街道小博士幼儿园,浙江省金华市义乌市北苑街道凌云三区62幢,120.0474354,29.35960166,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000A05E662E09035E40102CC6DA0E5C3D40
199,3463.0,杭州市第十五中学教育集团,浙江省杭州市西湖区玉古路165号,120.122649,30.26964624,杭州市,西湖区,灵隐街道,初级中学,330106.0,中等教育,,01010000208A1100004010F87AD9075E4010B32D8907453E40
200,3473.0,宁波市海曙区高桥镇博爱幼儿园,宁波市海曙区高桥镇望春迎春路497号,121.4958901,29.88143353,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A11000050A8E5A9BC5F5E4030D5C5A0A5E13D40
201,3482.0,宁波市海曙区高桥镇新芽幼儿园,宁波市海曙区高桥镇长乐村博爱路66号,121.4997984,29.89315656,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000483F59B2FC5F5E40F04A94E8A5E43D40
202,3483.0,宁波市海曙区高桥镇中心初级中学,宁波市海曙区高桥镇芦港村1号,121.4773567,29.89544927,宁波市,海曙区,高桥镇,初级中学,330203.0,中等教育,,01010000208A110000602832038D5E5E4080E0D1293CE53D40
203,3499.0,义乌稠城乐乐幼儿园,义乌市稠城街道义驾山34幢1号,120.087138,29.313949,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A110000480F43AB93055E40A09C2FF65E503D40
204,3526.0,宁波市海曙区柳锦幼儿园,浙江省宁波市海曙区常青路98弄,121.5250143,29.87303654,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A110000C86B5ED599615E4050839B527FDF3D40
205,3543.0,宁波市海曙区古林镇同萌幼儿园,宁波市海曙区古林镇施家村忠义房139号,121.4351271,29.83385929,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000108D401FD95B5E4080215FCD77D53D40
206,3558.0,义乌市北苑街道现代名人花园幼儿园,浙江省金华市义乌市北苑街道望道路179-2号,120.046551,29.315936,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000028A60BB1FA025E4010A1832EE1503D40
207,3566.0,杭州市余杭区万佳宝贝幼儿园,余杭街道禹航路1068号,119.9364727,30.28327113,杭州市,余杭区,余杭街道,幼儿园,330110.0,学前教育,,01010000208A110000F0942A2BEFFB5D40C08BF37484483E40
208,3579.0,宁波市海曙区石碶洪渡幼儿园,宁波市海曙区石碶街道石源路8号,121.4952374,29.82720642,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A11000048DA3EF8B15F5E4080D3D5CCC3D33D40
209,3592.0,义乌市柳青学校教育集团,浙江省义乌市北苑街道常青路6号,120.0507555,29.34523967,金华市,义乌市,北苑街道,九年一贯制学校,330782.0,中等教育,,01010000208A110000A84B01943F035E4090858CA061583D40
210,3612.0,杭州市余杭区太炎小学,杭州市余杭区余杭街道方井头8号,119.9285192,30.27973164,杭州市,余杭区,余杭街道,小学,330110.0,初等教育,,01010000208A110000B034C8DB6CFB5D40D0DD1C7E9C473E40
211,3620.0,杭州市西湖区自在城幼儿园,杭州市西湖区嘉仁路与欣然街交叉口,120.0677529,30.33664339,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A1100007095271056045E40E048CD422E563E40
212,3626.0,杭州市育才教育集团（总校）,杭州市西湖区黄姑山横路70号,120.1268049,30.27745564,杭州市,西湖区,翠苑街道,小学,330106.0,初等教育,,01010000208A11000058FA6E921D085E40905D495507473E40
213,3637.0,宁波市海曙区古林镇蜃蛟小学,浙江省宁波市海曙区古林镇蜃蛟村裕城路1号,121.3990252,29.82045705,宁波市,海曙区,古林镇,小学,330203.0,初等教育,,01010000208A11000018C416A189595E4050D1297909D23D40
214,3641.0,宁波市市级机关第一幼儿园,宁波市长春路96号,121.5346601,29.87510052,宁波市,海曙区,月湖街道,幼儿园,330203.0,学前教育,,01010000208A11000078FEFEDE37625E405068769606E03D40
215,3677.0,杭州市文理小学,杭州市西湖区三墩镇嘉仁路499号,120.0686626,30.33548746,杭州市,西湖区,三墩镇,小学,330106.0,初等教育,,01010000208A110000A8FCE8F764045E4000548C81E2553E40
216,3700.0,义乌市稠江天成幼儿园,义乌市稠江街道龙回一区20幢,120.0161965,29.29548596,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000C8E22E5D09015E408009BEF7A44B3D40
217,3751.0,义乌市义亭中洋幼儿园,义乌市义亭鲍宅村,119.972783,29.23561036,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A1100003812A51342FE5D4090FAF7F5503C3D40
218,3771.0,义乌市城西街道中心幼儿园,浙江省义乌市城西街道益公山村,119.9831377,29.2925041,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A11000060703ABAEBFE5D4030A0888CE14A3D40
219,3790.0,宁波市红旗幼儿园,乌含巷36号,121.5377463,29.87929558,宁波市,海曙区,鼓楼街道,幼儿园,330203.0,学前教育,,01010000208A110000C078416F6A625E4090E9E38319E13D40
220,3832.0,杭州市西湖区乐迪幼儿园,杭州市周坪路137号,120.0643388,30.34394532,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A1100002890A9201E045E40B0E5F9CC0C583E40
221,3868.0,义乌市香山小学教育集团,稠城街道胜利路35号,120.0616006,29.30649581,金华市,义乌市,稠城街道,小学,330782.0,初等教育,,01010000208A11000028648443F1035E40B07D7982764E3D40
222,3877.0,杭州市保俶塔实验学校,浙江省杭州市西湖区天目山路81号,120.144894,30.27284348,杭州市,西湖区,北山街道,十二年一贯制学校,330106.0,中等教育,,01010000208A110000A0EB7CF145095E40500DEA11D9453E40
223,3895.0,杭州云谷幼儿园,杭州市西湖区桃源坞基金小镇5-7号楼,120.1007556,30.25810601,杭州市,西湖区,留下街道,幼儿园,330106.0,学前教育,,01010000208A1100001802BFC772065E4050F73A3C13423E40
224,3908.0,义乌市江东街道彩虹幼儿园,义乌市江东街道徐村后山巷8号,120.0489413,29.25560596,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A11000088B0BEDA21035E40E00A78646F413D40
225,3928.0,义乌市江东街道供店幼儿园,义乌市江东街道供店村,120.0391973,29.24513862,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000882F443582025E40805CA967C13E3D40
226,3936.0,杭州市余杭区闲林中心小学,浙江省杭州市余杭区闲林街道文卫路26-1号,119.9784461,30.22013612,杭州市,余杭区,闲林街道,小学,330110.0,初等教育,,01010000208A110000C06285DC9EFE5D40F02E2FD75A383E40
227,3949.0,杭州市余杭区白马幼儿园,杭州市余杭区闲林街道白马山庄花语轩8幢,120.0089646,30.21946664,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A11000080981FE092005E4070A83DF72E383E40
228,3954.0,宁波市海曙区江湾城幼儿园,宁波市海曙区中湾广场63号,121.5382786,29.85590209,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A1100008051E32773625E40403E30661CDB3D40
229,3956.0,义乌市绣湖小学教育集团,浙江省义乌市县前街65号,120.066264,29.30967492,金华市,义乌市,稠城街道,小学,330782.0,初等教育,,01010000208A110000702B21AB3D045E40A0610EDB464F3D40
230,3992.0,徳清县莫干山镇中心幼儿园,浙江省德清县莫干山镇,119.897047,30.60185702,湖州市,德清县,莫干山镇,幼儿园,330521.0,学前教育,,01010000208A11000050A2AF3769F95D40A0C4394D139A3E40
231,3994.0,杭州市西湖区东方幼儿园,杭州市紫荆花路282号,120.0879673,30.29037869,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A11000060A9BD41A1055E40F07A1642564A3E40
232,4000.0,义乌市金麟花园幼儿园,浙江省义乌市廿三里街道金麟花园,120.155804,29.33134033,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000109940B1F8095E40A04F3CB8D2543D40
233,4006.0,宁波海曙中心小学,宁波市海曙区孝闻街8号,121.5393759,29.87700931,宁波市,海曙区,鼓楼街道,小学,330203.0,初等教育,,01010000208A110000D0665D2285625E40D0BCA0AE83E03D40
234,4007.0,宁波市海曙区西成幼儿园,宁波市海曙区澄波华庭12号,121.5120525,29.8894678,宁波市,海曙区,望春街道,幼儿园,330203.0,学前教育,,01010000208A1100000866F777C5605E40E0BA7429B4E33D40
235,4017.0,义乌市上溪小学,浙江省义乌市上溪镇文明北路59号,119.9307928,29.28742049,金华市,义乌市,上溪镇,小学,330782.0,初等教育,,01010000208A110000C8B6201C92FB5D4010C0A46394493D40
236,4018.0,宁波市鄞州少林文武学校,宁波市海曙区集士港镇童家横村7号,121.4242636,29.8879984,宁波市,海曙区,集士港镇,成人中等专业学校,330203.0,中等教育,,01010000208A110000A0084E22275B5E40704FEEDC53E33D40
237,4029.0,杭州市文一街小学,杭州市西湖区保俶北路88号,120.1377285,30.28972964,杭州市,西湖区,西溪街道,小学,330106.0,初等教育,,01010000208A11000008832E8BD0085E4060A9D1B82B4A3E40
