,Unnamed: 0,Unnamed: 0.1,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape
110,128.0,190.0,3346.0,杭州市余杭区树兰高级中学,余杭区兴国路535号,120.2296736,30.47216248,杭州市,余杭区,塘栖镇,高级中学,330110.0,中等教育,,01010000208A1100000022ABF8B20E5E409096F2A3DF783E40
111,129.0,191.0,3359.0,义乌市后宅街道遗安幼儿园,义乌市后宅街道城北路166号,120.0611191,29.35322179,金华市,义乌市,后宅街道,幼儿园,330782.0,学前教育,,01010000208A11000050EA1560E9035E40602B51BE6C5A3D40
112,130.0,192.0,3366.0,义乌市廿三里博哈幼儿园,义乌市廿三里街道下朱宅祥云路122号,120.1664801,29.32214352,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000C0DF039CA70A5E40C0327CFF77523D40
113,131.0,193.0,3397.0,杭州市余杭区长乐金舟城幼儿园,杭州市余杭区径山镇长乐径东路43号,119.8520183,30.34005297,杭州市,余杭区,径山镇,幼儿园,330110.0,学前教育,,01010000208A1100003038DC7787F65D40402C14B60D573E40
114,132.0,194.0,3398.0,杭州市余杭区金城英特西溪海幼儿园,杭州市余杭区上和路123号,119.9772838,30.2477236,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A110000480086D18BFE5D40105565D06A3F3E40
115,133.0,197.0,3427.0,义乌市稠江龙回智慧幼儿园,义乌市稠江街道龙回村二区39幢1-2号,120.015655,29.29330014,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A11000030B0F77D00015E40E018DAB7154B3D40
116,134.0,198.0,3461.0,义乌市北苑街道小博士幼儿园,浙江省金华市义乌市北苑街道凌云三区62幢,120.0474354,29.35960166,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000A05E662E09035E40102CC6DA0E5C3D40
117,135.0,199.0,3463.0,杭州市第十五中学教育集团,浙江省杭州市西湖区玉古路165号,120.122649,30.26964624,杭州市,西湖区,灵隐街道,初级中学,330106.0,中等教育,,01010000208A1100004010F87AD9075E4010B32D8907453E40
118,136.0,200.0,3473.0,宁波市海曙区高桥镇博爱幼儿园,宁波市海曙区高桥镇望春迎春路497号,121.4958901,29.88143353,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A11000050A8E5A9BC5F5E4030D5C5A0A5E13D40
119,137.0,201.0,3482.0,宁波市海曙区高桥镇新芽幼儿园,宁波市海曙区高桥镇长乐村博爱路66号,121.4997984,29.89315656,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000483F59B2FC5F5E40F04A94E8A5E43D40
120,138.0,202.0,3483.0,宁波市海曙区高桥镇中心初级中学,宁波市海曙区高桥镇芦港村1号,121.4773567,29.89544927,宁波市,海曙区,高桥镇,初级中学,330203.0,中等教育,,01010000208A110000602832038D5E5E4080E0D1293CE53D40
121,139.0,203.0,3499.0,义乌稠城乐乐幼儿园,义乌市稠城街道义驾山34幢1号,120.087138,29.313949,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A110000480F43AB93055E40A09C2FF65E503D40
122,140.0,204.0,3526.0,宁波市海曙区柳锦幼儿园,浙江省宁波市海曙区常青路98弄,121.5250143,29.87303654,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A110000C86B5ED599615E4050839B527FDF3D40
123,141.0,205.0,3543.0,宁波市海曙区古林镇同萌幼儿园,宁波市海曙区古林镇施家村忠义房139号,121.4351271,29.83385929,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000108D401FD95B5E4080215FCD77D53D40
124,142.0,206.0,3558.0,义乌市北苑街道现代名人花园幼儿园,浙江省金华市义乌市北苑街道望道路179-2号,120.046551,29.315936,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000028A60BB1FA025E4010A1832EE1503D40
125,143.0,207.0,3566.0,杭州市余杭区万佳宝贝幼儿园,余杭街道禹航路1068号,119.9364727,30.28327113,杭州市,余杭区,余杭街道,幼儿园,330110.0,学前教育,,01010000208A110000F0942A2BEFFB5D40C08BF37484483E40
126,144.0,208.0,3579.0,宁波市海曙区石碶洪渡幼儿园,宁波市海曙区石碶街道石源路8号,121.4952374,29.82720642,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A11000048DA3EF8B15F5E4080D3D5CCC3D33D40
127,145.0,209.0,3592.0,义乌市柳青学校教育集团,浙江省义乌市北苑街道常青路6号,120.0507555,29.34523967,金华市,义乌市,北苑街道,九年一贯制学校,330782.0,中等教育,,01010000208A110000A84B01943F035E4090858CA061583D40
128,146.0,211.0,3620.0,杭州市西湖区自在城幼儿园,杭州市西湖区嘉仁路与欣然街交叉口,120.0677529,30.33664339,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A1100007095271056045E40E048CD422E563E40
129,147.0,212.0,3626.0,杭州市育才教育集团（总校）,杭州市西湖区黄姑山横路70号,120.1268049,30.27745564,杭州市,西湖区,翠苑街道,小学,330106.0,初等教育,,01010000208A11000058FA6E921D085E40905D495507473E40
130,149.0,216.0,3700.0,义乌市稠江天成幼儿园,义乌市稠江街道龙回一区20幢,120.0161965,29.29548596,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000C8E22E5D09015E408009BEF7A44B3D40
131,150.0,217.0,3751.0,义乌市义亭中洋幼儿园,义乌市义亭鲍宅村,119.972783,29.23561036,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A1100003812A51342FE5D4090FAF7F5503C3D40
132,151.0,220.0,3832.0,杭州市西湖区乐迪幼儿园,杭州市周坪路137号,120.0643388,30.34394532,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A1100002890A9201E045E40B0E5F9CC0C583E40
133,152.0,221.0,3868.0,义乌市香山小学教育集团,稠城街道胜利路35号,120.0616006,29.30649581,金华市,义乌市,稠城街道,小学,330782.0,初等教育,,01010000208A11000028648443F1035E40B07D7982764E3D40
134,153.0,222.0,3877.0,杭州市保俶塔实验学校,浙江省杭州市西湖区天目山路81号,120.144894,30.27284348,杭州市,西湖区,北山街道,十二年一贯制学校,330106.0,中等教育,,01010000208A110000A0EB7CF145095E40500DEA11D9453E40
135,154.0,223.0,3895.0,杭州云谷幼儿园,杭州市西湖区桃源坞基金小镇5-7号楼,120.1007556,30.25810601,杭州市,西湖区,留下街道,幼儿园,330106.0,学前教育,,01010000208A1100001802BFC772065E4050F73A3C13423E40
136,155.0,224.0,3908.0,义乌市江东街道彩虹幼儿园,义乌市江东街道徐村后山巷8号,120.0489413,29.25560596,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A11000088B0BEDA21035E40E00A78646F413D40
137,156.0,227.0,3949.0,杭州市余杭区白马幼儿园,杭州市余杭区闲林街道白马山庄花语轩8幢,120.0089646,30.21946664,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A11000080981FE092005E4070A83DF72E383E40
138,157.0,228.0,3954.0,宁波市海曙区江湾城幼儿园,宁波市海曙区中湾广场63号,121.5382786,29.85590209,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A1100008051E32773625E40403E30661CDB3D40
139,158.0,229.0,3956.0,义乌市绣湖小学教育集团,浙江省义乌市县前街65号,120.066264,29.30967492,金华市,义乌市,稠城街道,小学,330782.0,初等教育,,01010000208A110000702B21AB3D045E40A0610EDB464F3D40
140,159.0,230.0,3992.0,徳清县莫干山镇中心幼儿园,浙江省德清县莫干山镇,119.897047,30.60185702,湖州市,德清县,莫干山镇,幼儿园,330521.0,学前教育,,01010000208A11000050A2AF3769F95D40A0C4394D139A3E40
141,160.0,231.0,3994.0,杭州市西湖区东方幼儿园,杭州市紫荆花路282号,120.0879673,30.29037869,杭州市,西湖区,文新街道,幼儿园,330106.0,学前教育,,01010000208A11000060A9BD41A1055E40F07A1642564A3E40
142,161.0,232.0,4000.0,义乌市金麟花园幼儿园,浙江省义乌市廿三里街道金麟花园,120.155804,29.33134033,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000109940B1F8095E40A04F3CB8D2543D40
143,162.0,233.0,4006.0,宁波海曙中心小学,宁波市海曙区孝闻街8号,121.5393759,29.87700931,宁波市,海曙区,鼓楼街道,小学,330203.0,初等教育,,01010000208A110000D0665D2285625E40D0BCA0AE83E03D40
144,163.0,234.0,4007.0,宁波市海曙区西成幼儿园,宁波市海曙区澄波华庭12号,121.5120525,29.8894678,宁波市,海曙区,望春街道,幼儿园,330203.0,学前教育,,01010000208A1100000866F777C5605E40E0BA7429B4E33D40
145,164.0,236.0,4018.0,宁波市鄞州少林文武学校,宁波市海曙区集士港镇童家横村7号,121.4242636,29.8879984,宁波市,海曙区,集士港镇,成人中等专业学校,330203.0,中等教育,,01010000208A110000A0084E22275B5E40704FEEDC53E33D40
146,165.0,241.0,4058.0,杭州西湖风景名胜区龙井幼儿园,杭州西湖风景名胜区龙井路3-1号,120.1182606,30.24659962,杭州市,西湖区,灵隐街道,幼儿园,330106.0,学前教育,,01010000208A11000018D8C39491075E40B0FD2327213F3E40
147,167.0,244.0,4089.0,义乌市廿三里大风车幼儿园,义乌市廿三里街道下娄小区60栋,120.1667557,29.34016533,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A11000040EC1F20AC0A5E4040FE2E1315573D40
148,168.0,245.0,4095.0,杭州市求是教育集团（总校）,浙江省杭州市西湖区浙大路18号,120.1243428,30.26333071,杭州市,西湖区,灵隐街道,小学,330106.0,初等教育,,01010000208A11000058965F3BF5075E4000C737A469433E40
149,169.0,248.0,4138.0,德清县阳光幼儿园,德清县武康街道阳光花园22幢,119.9765018,30.53607248,湖州市,德清县,武康街道,幼儿园,330521.0,学前教育,,01010000208A11000038FA77017FFE5D40B0B4B80B3C893E40
150,170.0,249.0,4153.0,义乌市义亭镇中心幼儿园,浙江省义乌市义亭镇双塘路606号,119.9514036,29.24504003,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A1100009874E7CBE3FC5D40900F83F1BA3E3D40
151,171.0,254.0,4252.0,义乌市北苑金典幼儿园,义乌市北苑街道畈东村175栋,120.0234318,29.31570456,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000E07D06E87F015E4070B19C03D2503D40
152,172.0,256.0,4264.0,宁波市海曙区高桥镇西堤阳光幼儿园,浙江省宁波市海曙区高桥镇学院路西堤阳光19幢46号,121.4806097,29.88282977,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000501F504FC25E5E4050CAB92101E23D40
153,174.0,260.0,4321.0,宁波市海曙区石碶街道阳光丽园幼儿园,宁波市海曙区石碶街道雅戈尔大道375号,121.4946685,29.82487754,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A11000058C032A6A85F5E403053982C2BD33D40
154,175.0,261.0,4322.0,宁波市海曙区蜜蜂王国伟才幼儿园有限公司,宁波市海曙区古林镇气象路827号,121.5036486,29.86235187,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000300F34C73B605E407079A817C3DC3D40
155,176.0,263.0,4326.0,宁波市二轻工业管理局第一幼儿园,海曙区安丰街37号,121.5076847,29.86970761,宁波市,海曙区,白云街道,幼儿园,330203.0,学前教育,,01010000208A11000030C3E8E77D605E4040716528A5DE3D40
156,177.0,265.0,4347.0,义乌市福田下骆宅第二幼儿园,义乌市福田下骆宅振兴西路16号,120.1335817,29.3344969,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A11000020860C9A8C085E4080D1B996A1553D40
157,179.0,267.0,4374.0,宁波市海曙区莓茜伊顿幼儿园有限公司,宁波市海曙区雅戈尔大道211号,121.500346,29.82856712,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000E07054AB05605E4070D397F91CD43D40
158,182.0,272.0,4472.0,杭州市保俶塔申花实验学校,杭州市西湖区竞舟北路189号,120.0942282,30.31091959,杭州市,西湖区,三墩镇,九年一贯制学校,330106.0,中等教育,,01010000208A110000D04EA8D507065E40508E0D6D984F3E40
159,183.0,274.0,4497.0,杭州市余杭区社区学院（杭州市余杭区商贸职业高级中学）,浙江省杭州市余杭区临平街道平吴街2号,120.3096931,30.42322419,杭州市,余杭区,南苑街道,职业高中学校,330110.0,中等教育,,01010000208A110000487EDC02D2135E4010BF956B586C3E40
160,184.0,275.0,4511.0,杭州市余杭区良山学校,余杭区良渚镇良渚街道蒋家塘路28号,120.0809703,30.35345127,杭州市,余杭区,良渚街道,九年一贯制学校,330110.0,中等教育,,01010000208A1100009074289E2E055E40B07E40C87B5A3E40
161,185.0,276.0,4528.0,宁波市海曙区洞桥镇佳豪幼儿园,宁波市海曙区洞桥镇百梁村菜场路16号,121.3865631,29.76743454,宁波市,海曙区,洞桥镇,幼儿园,330203.0,学前教育,,01010000208A11000040331B73BD585E40603CFE9676C43D40
162,187.0,279.0,4554.0,义乌市北苑街道厚富幼儿园,浙江省义乌市北苑街道厚富小区36幢1号,120.059404,29.34819351,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000E8A38246CD035E40A03EAD3523593D40
163,189.0,282.0,4588.0,宁波华茂幼儿园,宁波市鄞州区鄞县大道中段2号,121.5074164,29.82423838,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000385B7E8279605E40D017634901D33D40
164,191.0,286.0,4642.0,义乌市廿三里李塘幼儿园,义乌市廿三里街道李塘村岩托下12号,120.1825266,29.36830747,金华市,义乌市,廿三里街,幼儿园,330782.0,学前教育,,01010000208A110000F8300984AE0B5E4040D1FE65495E3D40
165,192.0,288.0,4674.0,义乌市江东街道世纪阳光幼儿园,义乌市江东街道塔下洲A区新街7幢,120.0421677,29.2716619,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000780117E0B2025E4040F46CA28B453D40
166,193.0,290.0,4706.0,国家海洋局第二海洋研究所,浙江省杭州市西湖区保俶北路36号,120.1352466,30.28207176,杭州市,西湖区,西溪街道,培养研究生的科研机构,330106.0,其他教育,,01010000208A110000B88571E1A7085E404053D8DA35483E40
167,194.0,291.0,4708.0,宁波市海曙区集士港镇爱心幼儿园,浙江省宁波市海曙区集士港镇卖面桥村菜场西60号,121.4666552,29.879393,宁波市,海曙区,集士港镇,幼儿园,330203.0,学前教育,,01010000208A11000048C09BADDD5D5E40D0BD46E61FE13D40
168,196.0,293.0,4756.0,杭州市余杭区马荣凯瑞幼儿园,杭州市余杭区仓前街道青枫墅园56幢,119.9774438,30.26176462,杭州市,余杭区,仓前街道,幼儿园,330110.0,学前教育,,01010000208A11000020343E708EFE5D40E071960103433E40
169,197.0,294.0,4779.0,宁波市海曙区高桥镇东星幼儿园,宁波市海曙区高桥镇芦港村望春路1498号,121.4777817,29.89538179,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A11000040FBDCF9935E5E40E0E4A8BD37E53D40
170,198.0,295.0,4782.0,宁波市海曙区集士港镇广德学校,浙江省海曙区集士港镇集士港万众村集士西路152号,121.425544,29.86815319,宁波市,海曙区,集士港镇,小学,330203.0,初等教育,,01010000208A110000107B0E1D3C5B5E40D0608E493FDE3D40
171,200.0,297.0,4842.0,浙江求智专修学院,浙江省杭州市文三路140号,120.1381229,30.27999922,杭州市,西湖区,西溪街道,民办的其他高等教育机构,330106.0,其他教育,,01010000208A11000008956E01D7085E40C0B07107AE473E40
172,201.0,299.0,4866.0,义乌市新丝路学校,义乌市宾王路D66号,120.066741,29.33053794,金华市,义乌市,北苑街道,小学,330782.0,初等教育,,01010000208A110000E0F5177C45045E40A0AE6E229E543D40
173,202.0,300.0,4874.0,宁波市海曙区古林镇福娃幼儿园,宁波市海曙区古林镇礼嘉桥村1号,121.5002995,29.85197687,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A11000058F652E804605E4040C70A281BDA3D40
174,203.0,301.0,4881.0,义乌市城西街道于宅幼儿园,浙江省义乌市城西街道于宅村8号,120.0059411,29.30008508,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A11000008E9E95661005E4090BB2760D24C3D40
175,204.0,302.0,4886.0,杭州市余杭区南安幼儿园,杭州市余杭区余杭街道南安路58号,119.9362295,30.2715725,杭州市,余杭区,余杭街道,幼儿园,330110.0,学前教育,,01010000208A11000098C4F32EEBFB5D40C07793C685453E40
176,205.0,307.0,4994.0,义乌市德胜小学,义乌市后宅街道净居东路86号,120.0577718,29.37416001,金华市,义乌市,后宅街道,小学,330782.0,初等教育,,01010000208A11000030366588B2035E40C03D3DF3C85F3D40
177,207.0,316.0,5153.0,德清县逸夫小学,浙江省德清县武康街道群益街78号,119.9578219,30.53400468,湖州市,德清县,武康街道,小学,330521.0,初等教育,,01010000208A110000103420F44CFD5D4040A0CF87B4883E40
178,208.0,317.0,5178.0,义乌市北苑乖宝宝幼儿园,义乌市北苑街道春晗三区56幢,120.056663,29.335159,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000028F9D85DA0035E40C0F5EFFACC553D40
179,209.0,319.0,5250.0,义乌市稠江杨二幼儿园,义乌市稠江街道杨二村39幢,120.033864,29.292957,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000C020E9D32A025E406022DE3AFF4A3D40
180,210.0,320.0,5261.0,义乌市福田青苹果幼儿园,义乌市福田街道东大鲁村15栋,120.094058,29.37566,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000587BD80B05065E40506AF6402B603D40
181,211.0,321.0,5262.0,义乌市佛堂华诗丽娃幼儿园,佛堂镇双林路102号后,120.020329,29.207121,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A110000408A01124D015E409050C1E105353D40
182,212.0,322.0,5275.0,义乌市北苑街道佳爱幼儿园,浙江省金华市义乌市北苑街道望道路259号,120.046515,29.321769,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A11000080F10C1AFA025E40E0DD03745F523D40
183,213.0,323.0,5311.0,杭州市十三中教育集团(总校),杭州市教工路155号,120.1302993,30.2894872,杭州市,西湖区,翠苑街道,初级中学,330106.0,中等教育,,01010000208A110000E0A7AED256085E4060CA59D51B4A3E40
184,215.0,325.0,5372.0,杭州市余杭区良渚荀梓幼儿园,余杭区良渚街道良渚路178号,120.044131,30.384654,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000586FD40AD3025E4090463EAF78623E40
185,221.0,338.0,5596.0,义乌市稠江萌芽幼儿园,义乌市稠江街道宏迪路25号,120.057982,29.301766,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000707022FAB5035E40700B5D89404D3D40
186,222.0,339.0,5638.0,义乌市北苑天之骄幼儿园,浙江省金华市义乌市北苑街道春盛小区17幢,120.030221,29.323041,金华市,义乌市,北苑街道,幼儿园,330782.0,学前教育,,01010000208A110000C0A90F24EF015E406044A2D0B2523D40
187,223.0,340.0,5641.0,杭州市西湖职业高级中学,杭州市西湖区转塘杭新东路3号,120.0784606,30.16160642,杭州市,西湖区,转塘街道,职业高中学校,330106.0,中等教育,,01010000208A11000028D2B97F05055E40308BBF095F293E40
188,224.0,343.0,5701.0,义乌市福田新希望幼儿园,义乌市福田尚经罗店村东21号,120.130622,29.359943,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A110000D888601C5C085E40906C7539255C3D40
189,225.0,344.0,5798.0,义乌市佛堂镇启明幼儿园,佛堂镇倍磊一村西溪路27号,119.981239,29.167736,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A110000D0A3A99ECCFE5D40A05C1ABFF02A3D40
190,227.0,347.0,5873.0,义乌市佛堂镇双林幼儿园,佛堂镇双林路28号,120.017368,29.208074,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A110000D0FFAB8E1C015E40E025715644353D40
191,228.0,348.0,5900.0,义乌市大陈镇小金鱼幼儿园,浙江省义乌市大陈镇李孟宅村,120.12569,29.46169,金华市,义乌市,大陈镇,幼儿园,330782.0,学前教育,,01010000208A110000C8DB114E0B085E40E0E3DA5031763D40
192,229.0,349.0,5950.0,义乌市江东南洲幼儿园,浙江省义乌市江东街道东山头86幢,120.056539,29.263211,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000B8FCC0559E035E4090F2CCCB61433D40
193,230.0,351.0,5960.0,杭州市余杭区良渚金凤凰幼儿园,杭州市余杭区良渚街道东塘河村孟家湾99号,120.091091,30.383624,杭州市,余杭区,良渚街道,幼儿园,330110.0,学前教育,,01010000208A110000707D586FD4055E40F0F5B52E35623E40
194,231.0,352.0,5963.0,义乌市佛堂倍磊阳光幼儿园,佛堂镇倍磊四村,119.979211,29.172011,金华市,义乌市,佛堂镇,幼儿园,330782.0,学前教育,,01010000208A11000088389D64ABFE5D40608DB3E9082C3D40
195,232.0,353.0,5970.0,德清县禹越镇高桥中心小学,德清县禹越镇高桥集镇新兴街2号,120.2844627,30.55970622,湖州市,德清县,禹越镇,小学,330521.0,初等教育,,01010000208A110000B083EFA234125E4090DB2EE8488F3E40
196,233.0,356.0,6012.0,宁波海曙天一幼儿园,宁波市海曙区中山西路988弄188号,121.516329,29.884068,宁波市,海曙区,望春街道,幼儿园,330203.0,学前教育,,01010000208A110000803ECA880B615E40B070CB4752E23D40
197,234.0,357.0,6015.0,杭州市余杭区汀洲学校,杭州市余杭区星桥街道郁桥路1号,120.303099,30.425456,杭州市,余杭区,东湖街道,弱智学校,330110.0,特殊教育,,01010000208A110000D01C59F965135E4010E335AFEA6C3E40
198,235.0,358.0,6061.0,义乌市苏溪镇小机灵幼儿园,义乌市苏溪镇人民南路100号,120.122205,29.410312,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A110000189AEB34D2075E4000280D350A693D40
199,236.0,359.0,6069.0,宁波市海曙区古林镇西湖花园幼儿园,宁波市海曙区古林镇西湖花园小区27号,121.507416,29.856366,宁波市,海曙区,古林镇,幼儿园,330203.0,学前教育,,01010000208A110000E85DF58079605E4000685BCD3ADB3D40
200,237.0,360.0,6074.0,杭州市余杭区乔司三角幼儿园,余杭区乔司街道三角村蔬科后70号,120.280112,30.333241,杭州市,余杭区,乔司街道,幼儿园,330110.0,学前教育,,01010000208A110000E8CDE15AED115E40B0AF3C484F553E40
201,238.0,363.0,6125.0,宁波市海曙区东方幼儿园,宁波市海曙区三市路228弄21号,121.532838,29.858227,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A11000038048E041A625E40508BC1C3B4DB3D40
202,239.0,365.0,6204.0,义乌市福田起点幼儿园,义乌市福田街道兴港小区62幢,120.085813,29.337487,金华市,义乌市,福田街道,幼儿园,330782.0,学前教育,,01010000208A1100009824CFF57D055E4040D34B8C65563D40
203,240.0,367.0,6267.0,义乌市稠江街道福颖幼儿园,义乌市稠江街道贝村路308号1栋,120.053884,29.297324,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000C871E0D572035E40E050F86C1D4C3D40
204,241.0,369.0,6367.0,义乌市上溪镇上楼宅幼儿园,义乌市上溪镇上楼宅村,119.934606,29.261542,金华市,义乌市,上溪镇,幼儿园,330782.0,学前教育,,01010000208A1100005029AF95D0FB5D40D087A06AF4423D40
205,242.0,371.0,6414.0,义乌市稠江七色花幼儿园,义乌市稠江街道八角井村13幢1-4号,120.022073,29.28726,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000F847DFA469015E40F07211DF89493D40
206,243.0,373.0,6442.0,义乌市稠江育苗幼儿园,义乌市稠江街道后申塘村一区13幢,120.020517,29.283907,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A110000C800892650015E40001B1021AE483D40
207,244.0,375.0,6454.0,德清县绿城庆安幼儿园,德清县武康街道舞阳街688号桂花城内,119.9711772,30.53252298,湖州市,德清县,武康街道,幼儿园,330521.0,学前教育,,01010000208A110000105E8AC427FE5D40E049FE6C53883E40
208,245.0,378.0,6482.0,义乌市稠江大路金成红幼儿园,浙江省义乌市稠江街道大路金27幢,120.026788,29.285876,金华市,义乌市,稠江街道,幼儿园,330782.0,学前教育,,01010000208A11000038FB03E5B6015E4010B6662B2F493D40
209,246.0,381.0,6573.0,杭州市余杭区东方未来学校,杭州市余杭区良渚镇好运西路168号,120.080105,30.348825,杭州市,余杭区,良渚街道,九年一贯制学校,330110.0,中等教育,,01010000208A110000C0CFB87020055E40F0065F984C593E40
210,247.0,382.0,6583.0,义乌市大陈镇楂林小学,浙江省义乌市大陈镇楂林一村群幸路116号,120.136169,29.474382,金华市,义乌市,大陈镇,小学,330782.0,初等教育,,01010000208A110000A86E2EFEB6085E40A0CF471971793D40
211,248.0,386.0,6703.0,义乌市城西街道五一幼儿园,浙江省义乌市城西街道五一村工商西街51号,119.979962,29.312081,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A110000A85489B2B7FE5D40F0B3588AE44F3D40
212,249.0,388.0,6743.0,杭州市余杭区运河五洋幼儿园,杭州市余杭区运河五杭繁荣路57号,120.267659,30.498645,杭州市,余杭区,运河街道,幼儿园,330110.0,学前教育,,01010000208A110000B8DE365321115E406050DF32A77F3E40
213,250.0,391.0,6762.0,义乌市城西街道新苗幼儿园,浙江省义乌市城西街道上杨村41幢,119.948886,29.28792,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A1100007868588CBAFC5D4040DD0720B5493D40
214,253.0,397.0,6928.0,义乌市江东街道宗塘幼儿园,义乌市江东街道宗塘二区88幢,120.099868,29.298799,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A110000B07AC03C64065E40D0135D177E4C3D40
215,254.0,398.0,6944.0,杭州市余杭区实验小学,杭州市余杭区南苑街道广和街57号,120.301967,30.418128,杭州市,余杭区,南苑街道,小学,330110.0,初等教育,,01010000208A110000285E656D53135E40C08AC56F0A6B3E40
216,255.0,401.0,6952.0,义乌市义亭华艺幼儿园,浙江省义乌市义亭镇陈店村上低田,119.925878,29.181938,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A1100008085CC9541FB5D4050E61F7D932E3D40
217,256.0,402.0,6953.0,义乌市城西万商华府幼儿园,浙江省义乌市城西街道万商华府21栋,119.976245,29.29845,金华市,义乌市,城西街道,幼儿园,330782.0,学前教育,,01010000208A11000088F84ECC7AFE5D40C07D1D38674C3D40
218,257.0,404.0,6977.0,义乌市义亭贝贝星幼儿园,浙江省义乌市义亭镇全村247号,119.981588,29.244087,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A11000058897956D2FE5D40F060527C7C3E3D40
219,259.0,406.0,7039.0,义乌市义亭万嘉幼儿园,义乌市义亭镇陈家新村118-120号,119.955634,29.236824,金华市,义乌市,义亭镇,幼儿园,330782.0,学前教育,,01010000208A110000883C821B29FD5D4070E8667FA03C3D40
220,260.0,407.0,7061.0,义乌市稠城街道保联幼儿园,义乌市稠城街道春江路126号,120.072262,29.298971,金华市,义乌市,稠城街道,幼儿园,330782.0,学前教育,,01010000208A11000098AFCBF09F045E40D0730B5D894C3D40
221,261.0,408.0,7103.0,义乌市苏溪镇江北幼儿园,义乌市苏溪镇永康路221号对面,120.129635,29.41864,金华市,义乌市,苏溪镇,幼儿园,330782.0,学前教育,,01010000208A110000B05A99F04B085E4020CCB4FD2B6B3D40
