,level_0,index,name,point_x,point_y,qxmc,gd_point_x,gd_point_y,format_address2
166,258,258,义乌市东洲第一幼儿园,120.1147147,29.31097732,义乌市,120.119528,29.308467,浙江省金华市义乌市江东街道东洲第一幼儿园
167,260,260,宁波海曙区天天乐幼儿园,121.5162249,29.88953101,海曙区,121.520369,29.887161,浙江省宁波市海曙区望春街道天天乐幼儿园(永丰西路)
168,262,262,宁波市海曙区柳锦幼儿园,121.5250143,29.87303654,海曙区,121.551066,29.859772,浙江省宁波市海曙区江厦街道宁波市海曙区人民政府江厦派出所
169,263,263,宁波市海曙区古林镇同萌幼儿园,121.4351271,29.83385929,海曙区,121.439756,29.831615,浙江省宁波市海曙区古林镇古林派出所同萌幼儿园警务联络点古林金色针织漂染厂
170,264,264,宁波市海曙区高桥镇阳光幼儿园,121.4625676,29.90388304,海曙区,121.461535,29.904863,浙江省宁波市海曙区高桥镇文化路1号宁波市公安局交通警察局海曙大队高桥中队
171,265,265,义乌市北苑街道现代名人花园幼儿园,120.046551,29.315936,义乌市,120.054039,29.327013,浙江省金华市义乌市北苑街道北苑街道北苑街道365便民服务中心
172,266,266,杭州市余杭区万佳宝贝幼儿园,119.9364727,30.28327113,余杭区,119.940839,30.280682,浙江省杭州市余杭区余杭街道芝麻街英语(杭州余杭万佳中心)万佳国际儿童中心
173,267,267,宁波市海曙区石碶洪渡幼儿园,121.4952374,29.82720642,海曙区,121.499146,29.824925,浙江省宁波市海曙区石碶街道石源路洪渡幼儿园
174,269,269,宁波市海曙区心爱心幼儿园,121.4912275,29.88497713,海曙区,121.496098,29.882506,浙江省宁波市海曙区望春街道关爱小区南区
175,270,270,杭州市余杭区太炎小学,119.9285192,30.27973164,余杭区,119.933076,30.277109,浙江省杭州市余杭区余杭街道太炎小学
176,272,272,义乌市廿三里街道麻车塘幼儿园,120.1636016,29.35006914,义乌市,120.1682,29.347551,浙江省金华市义乌市廿三里街道麻车塘幼儿园
177,274,274,宁波市海曙区集士港镇青垫幼儿园,121.4184206,29.85107766,海曙区,121.423016,29.848762,浙江省宁波市海曙区集士港镇青垫幼儿园校园警务青垫幼儿园
178,275,275,宁波市海曙区古林镇蜃蛟小学,121.3990252,29.82045705,海曙区,121.403598,29.81815,浙江省宁波市海曙区古林镇古林镇蜃蛟小学
179,276,276,宁波市市级机关第一幼儿园,121.5346601,29.87510052,海曙区,121.53884,29.872282,浙江省宁波市海曙区月湖街道宁波市市级机关第一幼儿园
180,277,277,杭州市文理小学,120.0686626,30.33548746,西湖区,120.073547,30.333202,浙江省杭州市西湖区三墩镇杭州市文三教育集团文理小学
181,279,279,宁波市海曙区石碶红星学校,121.4804256,29.82678348,海曙区,121.484423,29.824429,浙江省宁波市海曙区石碶街道石碶派出所红星学校治安岗亭海曙区石碶红星小学
182,281,281,义乌市城西街道中心幼儿园,119.9831377,29.2925041,义乌市,119.987129,29.289212,浙江省金华市义乌市城西街道伏龙山路义乌市城西街道中心幼儿园
183,282,282,宁波市红旗幼儿园,121.5377463,29.87929558,海曙区,121.552052,29.876466,浙江省宁波市海曙区鼓楼街道宁波红旗幼儿园屠园小区
184,283,283,宁波市海曙区高桥镇半路庵幼儿园,121.472518,29.89430618,海曙区,121.476809,29.892019,浙江省宁波市海曙区高桥镇秀丰路59号创芯科技园
185,285,285,杭州市西湖区乐迪幼儿园,120.0643388,30.34394532,西湖区,120.069468,30.341461,浙江省杭州市西湖区三墩镇周坪路137号都市阳光乐苑
186,286,286,义乌市江东街道七彩临江幼儿园,120.0742894,29.29221082,义乌市,120.079036,29.289629,浙江省金华市义乌市江东街道七彩临江幼儿园后成1区
187,288,288,杭州市保俶塔实验学校,120.144894,30.27284348,西湖区,120.149441,30.270274,浙江省杭州市西湖区北山街道松木场社区(松木场河东)杭州市保俶塔实验学校
188,289,289,杭州云谷幼儿园,120.1007556,30.25810601,西湖区,120.15507,30.274084,浙江省杭州市拱墅区米市巷街道杭州市人民政府浙江省行政中心二号院
189,290,290,义乌市江东街道彩虹幼儿园,120.0489413,29.25560596,义乌市,120.053464,29.252891,浙江省金华市义乌市江东街道彩虹幼儿园
190,291,291,义乌市江东街道供店幼儿园,120.0391973,29.24513862,义乌市,120.044209,29.242739,浙江省金华市义乌市江东街道江东路佛堂省级旅游度假区(建设中)
191,292,292,杭州市余杭区江南春·闲林山水幼儿园,120.0096901,30.2363345,余杭区,120.014402,30.233867,浙江省杭州市余杭区闲林街道江南春·闲林山水幼儿园莺啼梦晓
192,293,293,杭州市余杭区闲林中心小学,119.9784461,30.22013612,余杭区,119.983022,30.217863,浙江省杭州市余杭区闲林街道闲林中心小学闲林校区
193,294,294,杭州市余杭区白马幼儿园,120.0089646,30.21946664,余杭区,120.013749,30.217011,浙江省杭州市余杭区闲林街道白马山庄花语轩
194,298,298,杭州市西湖区东方幼儿园,120.0879673,30.29037869,西湖区,120.093671,30.280893,浙江省杭州市西湖区文新街道文二西路610号西城广场停车场
195,299,299,义乌市金麟花园幼儿园,120.155804,29.33134033,义乌市,120.160573,29.328826,浙江省金华市义乌市廿三里街道金麟花园
196,300,300,宁波海曙中心小学,121.5393759,29.87700931,海曙区,121.543525,29.874446,浙江省宁波市海曙区鼓楼街道海曙中心小学
197,301,301,宁波市海曙区西成幼儿园,121.5120525,29.8894678,海曙区,121.551066,29.859772,浙江省宁波市海曙区江厦街道宁波市海曙区人民政府江厦派出所
198,305,305,杭州市余杭区瓶窑镇第一小学,119.9655296,30.39429844,余杭区,119.970124,30.391841,浙江省杭州市余杭区瓶窑镇瓶窑镇第一小学
199,306,306,浙江省广播电视大学,120.131911,30.27824655,西湖区,120.137655,30.275617,浙江省杭州市西湖区西溪街道浙江广播电视大学文三数字生活街区
200,307,307,义乌市江东哆哆熊幼儿园,120.1356489,29.315914,义乌市,120.140337,29.31339,浙江省金华市义乌市江东街道通宝路202号哆哆熊幼儿园
201,309,309,杭州西湖风景名胜区龙井幼儿园,120.1182606,30.24659962,西湖区,120.123844,30.255669,浙江省杭州市西湖区灵隐街道杭州道荣高尔夫俱乐部杭州植物园
202,310,310,义乌市廿三里街道中心幼儿园,120.1639818,29.33032882,义乌市,120.168583,29.327774,浙江省金华市义乌市廿三里街道义乌市公安局廿三里派出所廿三里中心幼儿园警务室义乌市廿三里街道中心幼儿园
203,315,315,宁波市海曙区格林美语幼儿园,121.5154274,29.87888102,海曙区,121.520016,29.876404,浙江省宁波市海曙区白云街道宁波市海客汽车修理有限公司宁波市海曙区格林美语幼儿园
204,318,318,义乌市义亭镇中心幼儿园,119.9514036,29.24504003,义乌市,119.955826,29.241955,浙江省金华市义乌市义亭镇义亭镇中心幼儿园
205,319,319,杭州市西湖区紫荆幼儿园,120.0884649,30.29264573,西湖区,120.081351,30.290432,浙江省杭州市西湖区蒋村街道紫霞街11号绿城·西溪诚园
206,320,320,浙江省交通运输厅幼儿园,120.1442091,30.26490396,西湖区,120.149067,30.262612,浙江省杭州市西湖区北山街道浙江省交通运输厅幼儿园
207,321,321,杭州市余杭区良渚第一小学,120.0447669,30.37836188,余杭区,120.04959,30.376012,浙江省杭州市余杭区良渚街道良渚荀山花苑良渚第一小学
208,323,323,杭州市西湖区文苑幼儿园,120.089147,30.28103808,西湖区,120.088144,30.279205,浙江省杭州市西湖区文新街道登新公寓
209,324,324,宁波市海曙区高桥镇新安幼儿园,121.4901803,29.91017064,海曙区,121.49456,29.907761,浙江省宁波市海曙区高桥镇高桥派出所执勤点高桥镇新安幼儿园
210,325,325,义乌市后宅杜元幼儿园,120.0596081,29.36473748,义乌市,120.064407,29.362305,浙江省金华市义乌市后宅街道杜元幼儿园杜元小区
211,326,326,宁波市海曙区集士港镇中心幼儿园,121.4266443,29.86606095,海曙区,121.430879,29.863744,浙江省宁波市海曙区集士港镇集士港镇中心幼儿园
212,328,328,义乌市北苑金典幼儿园,120.0234318,29.31570456,义乌市,120.0281,29.3131,浙江省金华市义乌市北苑街道金典幼儿园畈东小区
213,329,329,宁波市海曙区古林镇西洋港幼儿园,121.4234639,29.82809278,海曙区,121.428046,29.825933,浙江省宁波市海曙区古林镇西洋港幼儿园
214,330,330,宁波市海曙区高桥镇西堤阳光幼儿园,121.4806097,29.88282977,海曙区,121.484941,29.880194,浙江省宁波市海曙区高桥镇西堤阳光39号楼西堤阳光
215,331,331,宁波市海曙区高桥镇青苹果幼儿园,121.4959358,29.90658813,海曙区,121.500363,29.904299,浙江省宁波市海曙区高桥镇青苹果幼儿园校园警务室鄞县高桥镇新安村青苹果幼儿园
216,332,332,杭州市余杭区未来科技城维翰幼儿园,120.0228178,30.27543267,余杭区,119.979474,30.274098,浙江省杭州市余杭区仓前街道文一西路1521号杭州市余杭区人民政府
217,333,333,宁波市海曙区德英乐幼儿园,121.5541249,29.86828196,海曙区,121.551066,29.859772,浙江省宁波市海曙区江厦街道宁波市海曙区人民政府江厦派出所
218,334,334,杭州青年专修学院,120.1157006,30.27764725,西湖区,120.120937,30.276025,浙江省杭州市西湖区翠苑街道康新花园B座康新花园
219,335,335,义乌市稠江街道象山幼儿园,119.9980085,29.27386954,义乌市,120.002609,29.271184,浙江省金华市义乌市稠江街道象山幼儿园
220,336,336,义乌市苏溪新岸幼儿园,120.1307172,29.41457608,义乌市,120.135467,29.412122,浙江省金华市义乌市苏溪镇新岸幼儿园
221,337,337,宁波市海曙区石碶街道阳光丽园幼儿园,121.4946685,29.82487754,海曙区,121.499007,29.822445,浙江省宁波市海曙区石碶街道雅戈尔大道375号阳光丽园南区
222,341,341,杭州市大禹路小学,120.0789165,30.33078385,西湖区,120.083746,30.328559,浙江省杭州市西湖区三墩镇紫金港湾杭州市大禹路小学
223,343,343,义乌市稠城街道太阳人幼儿园,120.0669768,29.29910451,义乌市,120.071284,29.295587,浙江省金华市义乌市稠城街道稠州中路393号义乌市机关实验幼儿园
224,344,344,义乌市爱伦宝群星幼儿园,120.0525971,29.31511234,义乌市,120.075058,29.306841,浙江省金华市义乌市稠城街道义乌市义乌市政府大楼
225,345,345,宁波市海曙区中原艺术幼儿园,121.5314289,29.87689598,海曙区,121.535637,29.87436,浙江省宁波市海曙区南门街道郎官社区(咏归路)郎官社区东区
226,346,346,宁波市海曙区莓茜伊顿幼儿园有限公司,121.500346,29.82856712,海曙区,121.551066,29.859772,浙江省宁波市海曙区江厦街道宁波市海曙区人民政府江厦派出所
227,347,347,宁波市市级机关第二幼儿园,121.5469119,29.87859828,海曙区,121.551152,29.876167,浙江省宁波市海曙区鼓楼街道屠园小区宁波市机关第二幼儿园
228,351,351,宁波市海曙区鄞江镇中心初级中学,121.3506746,29.76350865,海曙区,121.355182,29.760704,浙江省宁波市海曙区鄞江镇鄞江镇初级中学
229,352,352,杭州市西湖区和家园幼儿园,120.0588001,30.23824865,西湖区,120.063654,30.235954,浙江省杭州市西湖区留下街道杭州西湖风景名胜区杭州市西湖区和家园幼儿园
230,354,354,义乌市金鹰实验学校,120.040847,29.29700079,义乌市,120.044843,29.294179,浙江省金华市义乌市稠江街道金鹰实验学校
231,355,355,宁波市海曙区集士港镇利华幼儿园,121.4389704,29.90157632,海曙区,121.443409,29.89923,浙江省宁波市海曙区集士港镇利华幼儿园
232,356,356,杭州市余杭区社区学院（杭州市余杭区商贸职业高级中学）,120.3096931,30.42322419,余杭区,120.314773,30.4208,浙江省杭州市临平区南苑街道新安新秀家园(北二区)杭州市临平区社区学院
233,357,357,杭州市余杭区良山学校,120.0809703,30.35345127,余杭区,120.293164,30.367286,浙江省杭州市临平区乔司街道良山学校
234,360,360,义乌市稠城中心幼儿园,120.0754959,29.30760253,义乌市,120.080299,29.305092,浙江省金华市义乌市稠城街道义乌市稠城中心幼儿园
235,363,363,义乌市北苑街道厚富幼儿园,120.059404,29.34819351,义乌市,120.064037,29.345663,浙江省金华市义乌市北苑街道厚富幼儿园厚富小区南区
236,364,364,宁波市海曙区高桥镇博泽学校,121.4970821,29.87745618,海曙区,121.501644,29.875346,浙江省宁波市海曙区高桥镇迎春路288号高桥镇博泽学校
237,365,365,义乌市江东街道青口幼儿园,120.1252592,29.31549667,义乌市,120.129905,29.313015,浙江省金华市义乌市江东街道青口幼儿园青口东区
238,366,366,义乌市廿三里街道娃哈哈幼儿园,120.1676617,29.32798843,义乌市,120.172513,29.325193,浙江省金华市义乌市廿三里街道盘溪路47号娃哈哈幼儿园
239,367,367,宁波华茂幼儿园,121.5074164,29.82423838,海曙区,121.707536,29.956959,浙江省宁波市镇海区招宝山街道大西门路132号西门幼儿园(风龙路)
240,368,368,宁波市鄞江中学,121.3583774,29.78448106,海曙区,121.362608,29.781903,浙江省宁波市海曙区鄞江镇鄞江镇派出所鄞江中学校园警务室鄞江中学
241,370,370,杭州市文溪中学,120.0524186,30.28254101,西湖区,120.057063,30.280964,浙江省杭州市西湖区蒋村街道春申街文溪中学
242,371,371,宁波市中山艺术幼儿园,121.5426571,29.88112181,海曙区,121.546511,29.878518,浙江省宁波市海曙区鼓楼街道西河街5号中山艺术幼儿园
243,372,372,宁波市海曙区古林镇蓝天幼儿园,121.4319829,29.83296846,海曙区,121.435704,29.83524,浙江省宁波市海曙区古林镇古林镇人民政府古林派出所
244,374,374,杭州余杭区西城幼儿园,120.084776,30.34390613,余杭区,120.089903,30.341455,浙江省杭州市余杭区良渚街道金昌路金家渡中苑
245,375,375,义乌市江东街道世纪阳光幼儿园,120.0421677,29.2716619,义乌市,120.04757,29.269051,浙江省金华市义乌市江东街道世纪阳光幼儿园(塔下洲社区卫生服务站西北)塔下洲A3区
246,376,376,义乌市江东街道展苑幼儿园,120.1316618,29.31727289,义乌市,120.136144,29.314629,浙江省金华市义乌市江东街道清溪东路29号展苑幼儿园
247,377,377,义乌市宾王小学教育集团,120.0934747,29.32315359,义乌市,120.097738,29.321212,浙江省金华市义乌市稠城街道宾王小学教育集团
248,378,378,义乌市后宅街道神舟幼儿园,120.0547674,29.35586224,义乌市,120.059747,29.353484,浙江省金华市义乌市后宅街道神舟路225号
249,380,380,国家海洋局第二海洋研究所,120.1352466,30.28207176,西湖区,120.139626,30.279501,浙江省杭州市西湖区西溪街道国家海洋局第二海洋研究所自然资源部第二海洋研究所
250,381,381,宁波市海曙区集士港镇爱心幼儿园,121.4666552,29.879393,海曙区,121.445158,29.861745,浙江省宁波市海曙区集士港镇集士港镇城投大厦
251,383,383,义乌市后宅街道曹村幼儿园,120.015697,29.37659599,义乌市,120.020263,29.374301,浙江省金华市义乌市后宅街道曹村幼儿园
252,387,387,杭州市西湖区凯乐幼儿园,120.0793656,30.17491837,西湖区,120.08415,30.172649,浙江省杭州市西湖区转塘街道杭州西湖风景名胜区翠庄文化艺术村(暂停营业)
253,388,388,宁波市海曙区高桥镇东星幼儿园,121.4777817,29.89538179,海曙区,121.481931,29.892982,浙江省宁波市海曙区高桥镇中山西路东星幼儿园
254,389,389,宁波市海曙区集士港镇广德学校,121.425544,29.86815319,海曙区,121.429965,29.866217,浙江省宁波市海曙区集士港镇集士西路152号集士港社区教育学院
255,392,392,宁波市海曙胜丰幼儿园,121.5236928,29.88401155,海曙区,121.528042,29.881542,浙江省宁波市海曙区西门街道胜丰社区
256,394,394,宁波市海曙区古林镇福娃幼儿园,121.5002995,29.85197687,海曙区,121.50462,29.849532,浙江省宁波市海曙区古林镇宁波市三江业余艺术学校分校古林镇福娃幼儿园
257,396,396,杭州市余杭区南安幼儿园,119.9362295,30.2715725,余杭区,119.940365,30.268667,浙江省杭州市余杭区余杭街道中园花苑(二期)余杭区凤欣幼儿园南安园区
258,400,400,义乌市江东街道青岩刘幼儿园,120.08475,29.28901678,义乌市,120.089482,29.28661,浙江省金华市义乌市江东街道青岩刘幼儿园青岩刘B区
259,401,401,浙江省级机关保俶幼儿园,120.1458658,30.26742426,西湖区,120.150596,30.265111,浙江省杭州市西湖区北山街道浙江省省级机关保俶幼儿园
260,402,402,义乌市大成中学,120.0158987,29.20117229,义乌市,120.021687,29.198228,浙江省金华市义乌市佛堂镇大成中学
261,403,403,义乌市德胜小学,120.0577718,29.37416001,义乌市,120.075058,29.306841,浙江省金华市义乌市稠城街道义乌市义乌市政府大楼
262,404,404,宁波市海曙区国骅东方幼儿园,121.5019459,29.82673998,海曙区,121.506098,29.824212,浙江省宁波市海曙区石碶街道国骅东方幼儿园雅渡新村
263,406,406,义乌市廿三里街道蓝天幼儿园,120.1673079,29.32691415,义乌市,120.171885,29.324302,浙江省金华市义乌市廿三里街道蓝天幼儿园(镇南西路)
264,407,407,杭州市余杭卫生中等专业学校,120.2897459,30.43276387,余杭区,120.294333,30.429949,浙江省杭州市临平区临平街道宁波大学卫生职业技术学院余杭教学点杭州市余杭区卫生进修学校
265,408,408,杭州市西湖区古荡幼儿园,120.1133105,30.27722312,西湖区,120.118099,30.274968,浙江省杭州市西湖区古荡街道杭州市西湖区古荡幼儿园
266,410,410,义乌市佛堂贝贝幼儿园,120.0065277,29.20676763,义乌市,120.011208,29.204101,浙江省金华市义乌市佛堂镇渡磬北路42号佛堂省级旅游度假区(建设中)
267,412,412,浙江科技学院,120.0198195,30.22464565,西湖区,120.024421,30.218984,浙江省杭州市西湖区留下街道浙江科技学院小和山校区
268,413,413,宁波市海曙区四明山经典学校,121.1559207,29.76942357,海曙区,121.397376,29.883122,浙江省宁波市海曙区集士港镇四明山村村委会
269,414,414,浙江省杭州学军中学,120.1348901,30.28069745,西湖区,120.139277,30.278356,浙江省杭州市西湖区西溪街道浙江大学西溪校区北园杭州学军中学西溪校区
270,415,415,义乌市江东街道米朗幼儿园,120.0632188,29.28165338,义乌市,120.067979,29.279179,浙江省金华市义乌市江东街道米朗幼儿园下傅小区
271,416,416,杭州市余杭区彭公中心幼儿园,119.9186855,30.41124228,余杭区,119.922995,30.408775,浙江省杭州市余杭区瓶窑镇彭公中心幼儿园
272,417,417,义乌市南环幼儿园,120.0815202,29.28620528,义乌市,120.08609,29.283856,浙江省金华市义乌市江东街道南环幼儿园
273,418,418,义乌市江东街道金喇叭幼儿园,120.034847,29.24253549,义乌市,120.039601,29.23967,浙江省金华市义乌市江东街道江东路佛堂省级旅游度假区(建设中)
274,422,422,义乌市北苑乖宝宝幼儿园,120.056663,29.335159,义乌市,120.061492,29.332728,浙江省金华市义乌市北苑街道乖宝宝幼儿园(九号路)春晗3区
275,423,423,义乌市大陈镇东塘幼儿园,120.167599,29.500024,义乌市,120.129884,29.452642,浙江省金华市义乌市大陈镇大陈镇大陈镇人民政府
276,425,425,杭州市西湖区翠苑第三幼儿园,120.1161812,30.29270714,西湖区,120.120852,30.290499,浙江省杭州市西湖区翠苑街道文一路206-2号翠苑第三幼儿园
277,426,426,杭州市西湖区天虹幼儿园,120.086791,30.31502861,西湖区,120.091536,30.312714,浙江省杭州市西湖区三墩镇紫荆花北路288号天虹公寓南区
278,429,429,义乌市佛堂华诗丽娃幼儿园,120.020329,29.207121,义乌市,120.02491,29.20494,浙江省金华市义乌市佛堂镇凤凰名城小区义乌市佛堂华诗丽娃幼儿园
279,430,430,德清县钟管镇中心幼儿园,120.1838837,30.64940733,德清县,120.18854,30.647194,浙江省湖州市德清县钟管镇寺前路159号钟管镇中心学校
280,431,431,义乌市北苑街道佳爱幼儿园,120.046515,29.321769,义乌市,120.050803,29.319103,浙江省金华市义乌市北苑街道佳爱幼儿园
281,435,435,义乌市江东蓝星幼儿园,120.049598,29.244533,义乌市,120.05445,29.24189,浙江省金华市义乌市江东街道徐佛线佛堂省级旅游度假区(建设中)
282,436,436,杭州市西湖区蓝精灵幼儿园,120.12295,30.123148,西湖区,120.127618,30.121023,浙江省杭州市西湖区双浦镇杭州郑洲画室西湖区蓝精灵幼儿园
283,438,438,杭州市余杭区小林中心小学,120.248453,30.430955,余杭区,120.253357,30.427844,浙江省杭州市临平区临平街道小林中心小学
284,439,439,杭州市余杭区良渚荀梓幼儿园,120.044131,30.384654,余杭区,120.04922,30.382137,浙江省杭州市余杭区良渚街道荀梓幼儿园
285,440,440,杭州市周浦小学,120.0687004,30.1028062,西湖区,120.073327,30.099865,浙江省杭州市西湖区双浦镇杭州市周浦小学
286,442,442,杭州市余杭区中泰中心小学,119.921249,30.241245,余杭区,119.925602,30.239615,浙江省杭州市余杭区中泰街道中泰中心小学
287,443,443,德清县雷甸镇初级中学,120.1375005,30.52040473,德清县,120.142301,30.51803,浙江省湖州市德清县雷甸镇新大街183号雷甸镇初级中学
288,445,445,杭州市余杭区运河中学,120.29605,30.487136,余杭区,120.299397,30.484952,浙江省杭州市临平区运河街道运河中学
289,446,446,德清县禹越镇徐家庄中心小学,120.2644264,30.52269691,德清县,120.268534,30.520203,浙江省湖州市德清县禹越镇徐家庄中心幼儿园
290,447,447,义乌市江东星星幼儿园,120.035564,29.257273,义乌市,120.040206,29.254757,浙江省金华市义乌市江东街道星星幼儿园
291,448,448,义乌市稠州中学教育集团,120.0674953,29.3000215,义乌市,120.07237,29.297639,浙江省金华市义乌市稠城街道民主路190号义乌市稠州中学教育集团(民主路校区)
292,450,450,杭州绿城育华小学,120.0820373,30.28968642,西湖区,120.086338,30.290406,浙江省杭州市西湖区蒋村街道文一西路532号绿城教育
293,452,452,宁波神舟学校,121.44992,29.839286,海曙区,121.454437,29.836965,浙江省宁波市海曙区集士港镇杉杉大道2号宁波神舟学校
294,453,453,义乌市江东街道江南幼儿园,120.06936,29.288961,义乌市,120.074113,29.286646,浙江省金华市义乌市江东街道江南幼儿园
295,454,454,义乌市福田前店幼儿园,120.100211,29.383289,义乌市,120.104862,29.380811,浙江省金华市义乌市福田街道前店幼儿园
296,455,455,义乌市大陈镇中心幼儿园,120.109604,29.457634,义乌市,120.09835,29.463151,浙江省金华市义乌市大陈镇梅坞花苑小区大陈第一幼儿园
297,456,456,杭州万向职业技术学院,120.0709364,30.25486257,西湖区,120.073946,30.253491,浙江省杭州市西湖区留下街道农业学校杭州万向职业技术学院(1号校区)
298,457,457,杭州市余杭区西溪华东园幼儿园,120.013225,30.251441,余杭区,120.018088,30.249216,浙江省杭州市余杭区闲林街道西溪华东园幼儿园西溪华东园
299,458,458,杭州市星洲小学,120.0885092,30.2911747,西湖区,120.093329,30.289401,浙江省杭州市西湖区文新街道星洲花园(南区)杭州市星洲小学
300,460,460,德清县乾元镇中心小学,120.0759313,30.55520509,德清县,120.079934,30.551523,浙江省湖州市德清县乾元镇德清公安乾元镇第二幼儿园警务站
301,462,462,义乌市稠城街道蒲公英幼儿园,120.082959,29.322199,义乌市,120.088128,29.319689,浙江省金华市义乌市稠城街道义乌拉面(工人北路)蒲公英幼儿园(工人北路)
302,464,464,德清县新市镇初级中学,120.2727831,30.61900557,德清县,120.27686,30.617419,浙江省湖州市德清县新市镇文昌路163号新市镇初级中学
303,466,466,义乌市稠江街道颖颖幼儿园,120.031627,29.272819,义乌市,120.036307,29.270205,浙江省金华市义乌市稠江街道颖颖幼儿园(稠岭线)新屋一区
304,468,468,杭州市西湖职业高级中学,120.0784606,30.16160642,西湖区,120.08323,30.159164,浙江省杭州市西湖区转塘街道珊瑚沙路杭州市西湖职业高级中学(南区)
305,470,470,杭州市余杭区南苑舒心幼儿园,120.282247,30.410472,余杭区,120.273985,30.402474,浙江省杭州市临平区南苑街道杭州市余杭区南苑舒心幼儿园(藕花洲大街)浙江中升锦澳汽车销售服务有限公司
306,472,472,宁波市海曙区石碶街道城南公馆幼儿园,121.504875,29.827889,海曙区,121.50927,29.825562,浙江省宁波市海曙区石碶街道石碶社区人民调解委员会石碶街道城南公馆幼儿园
307,474,474,义乌市赤岸镇启明星幼儿园,120.027619,29.146829,义乌市,120.032244,29.14404,浙江省金华市义乌市赤岸镇雪峰路4号启明星幼儿园
308,476,476,杭州市西湖区袁浦幼儿园,120.1195603,30.1169801,西湖区,120.124196,30.114783,浙江省杭州市西湖区双浦镇袁浦街242号袁浦幼儿园小江分园
309,477,477,义乌市稠城街道新艺幼儿园,120.096082,29.32268,义乌市,120.100738,29.320126,浙江省金华市义乌市稠城街道新艺幼儿园(中厦国际广场A座东南)兴中小区
310,478,478,杭州市余杭区闲林中学,119.977934,30.222432,余杭区,119.981578,30.219322,浙江省杭州市余杭区闲林街道闲林中学
311,479,479,杭州市紫荆花学校,120.099991,30.28640715,西湖区,120.10473,30.283989,浙江省杭州市西湖区文新街道金成花园杭州市紫荆花学校
312,481,481,义乌市夏演小学,119.963767,29.294695,义乌市,119.968489,29.292552,浙江省金华市义乌市城西街道夏演小学
313,483,483,德清县新市镇士林中心幼儿园,120.1954932,30.59420686,德清县,120.277847,30.616035,浙江省湖州市德清县新市镇新市镇新市镇人民政府
314,484,484,杭州市余杭区乾元中心小学,120.268169,30.457634,余杭区,120.272646,30.455195,浙江省杭州市临平区临平街道乾元路100号乾元中心小学
315,485,485,义乌市江东南洲幼儿园,120.056539,29.263211,义乌市,120.061321,29.260053,浙江省金华市义乌市江东街道翠堤路
316,486,486,杭州市余杭区仁和第一幼儿园,120.08239,30.447804,余杭区,120.087882,30.44555,浙江省杭州市余杭区仁和街道求学路余杭区仁和第一幼儿园獐山园区
317,487,487,杭州市余杭区良渚金凤凰幼儿园,120.091091,30.383624,余杭区,120.095931,30.381288,浙江省杭州市余杭区良渚街道杭州金凤凰幼儿园
318,489,489,德清县禹越镇高桥中心小学,120.2844627,30.55970622,德清县,120.287531,30.554318,浙江省湖州市德清县禹越镇新兴街高桥中心小学
319,490,490,杭州市余杭区林苑学校,120.301185,30.463389,余杭区,120.303866,30.459221,浙江省杭州市临平区运河街道南棚口社区林苑学校
320,491,491,杭州市西湖区新天地幼儿园,120.07139,30.31697,西湖区,120.076273,30.314796,浙江省杭州市西湖区三墩镇振华路197号怡莱精品酒店(杭州浙大紫金港店)
321,493,493,杭州市余杭区汀洲学校,120.303099,30.425456,余杭区,120.30738,30.423647,浙江省杭州市临平区东湖街道杭州市余杭区汀洲学校余杭区临平第三幼儿园(朝阳分园)
322,495,495,义乌市城西街道新江村幼儿园,119.995573,29.319082,义乌市,120.000222,29.316522,浙江省金华市义乌市城西街道新江村幼儿园
323,496,496,宁波市海曙区古林镇西湖花园幼儿园,121.507416,29.856366,海曙区,121.51287,29.855099,浙江省宁波市海曙区古林镇通达路583号西湖花园(通达路)
324,497,497,杭州市余杭区崇贤中学,120.160297,30.388228,余杭区,120.165052,30.386667,浙江省杭州市临平区崇贤街道崇贤中学
325,498,498,杭州市余杭区乔司三角幼儿园,120.280112,30.333241,余杭区,120.284689,30.330944,浙江省杭州市临平区乔司街道乔司镇三角幼儿园长三角数字科创园
326,500,500,德清县洛舍镇中心幼儿园,120.080841,30.6376041,德清县,120.085463,30.63538,浙江省湖州市德清县洛舍镇洛舍镇中心幼儿园
327,501,501,宁波市海曙区高桥镇联升佳苑幼儿园,121.472526,29.881117,海曙区,121.4778,29.878751,浙江省宁波市海曙区高桥镇高桥镇联升佳苑幼儿园
328,504,504,宁波市海曙区东方幼儿园,121.532838,29.858227,海曙区,121.506098,29.824212,浙江省宁波市海曙区石碶街道国骅东方幼儿园雅渡新村
329,506,506,义乌市上溪镇云门幼儿园,119.930156,29.285681,义乌市,119.934525,29.28287,浙江省金华市义乌市上溪镇上溪二村村委会云门幼儿园
330,508,508,义乌市福田起点幼儿园,120.085813,29.337487,义乌市,120.090763,29.333882,浙江省金华市义乌市稠城街道起点幼儿园兴港小区
331,511,511,杭州市余杭区星桥中学,120.254052,30.397805,余杭区,120.258961,30.394875,浙江省杭州市临平区星桥街道星桥中学(星源路)
332,512,512,义乌市稠江街道福颖幼儿园,120.053884,29.297324,义乌市,120.058134,29.293472,浙江省金华市义乌市稠江街道江滨西路991号福颖幼儿园
333,515,515,义乌市北苑路北幼儿园,120.067686,29.335561,义乌市,120.07231,29.333097,浙江省金华市义乌市北苑街道北苑街道路北幼儿园春晗2区
