,index,name,point_x,point_y,qxmc,gd_point_x,gd_point_y,format_address2
305,305,杭州市余杭区瓶窑镇第一小学,119.9655296,30.39429844,余杭区,119.970124,30.391841,浙江省杭州市余杭区瓶窑镇瓶窑镇第一小学
306,306,浙江省广播电视大学,120.131911,30.27824655,西湖区,120.137655,30.275617,浙江省杭州市西湖区西溪街道浙江广播电视大学文三数字生活街区
307,307,义乌市江东哆哆熊幼儿园,120.1356489,29.315914,义乌市,120.140337,29.31339,浙江省金华市义乌市江东街道通宝路202号哆哆熊幼儿园
308,308,杭州市学军小学,120.139565,30.28366959,西湖区,120.094419,30.300503,浙江省杭州市西湖区三墩镇萍水西街198号杭州市学军小学紫金港校区
309,309,杭州西湖风景名胜区龙井幼儿园,120.1182606,30.24659962,西湖区,120.123844,30.255669,浙江省杭州市西湖区灵隐街道杭州道荣高尔夫俱乐部杭州植物园
310,310,义乌市廿三里街道中心幼儿园,120.1639818,29.33032882,义乌市,120.168583,29.327774,浙江省金华市义乌市廿三里街道义乌市公安局廿三里派出所廿三里中心幼儿园警务室义乌市廿三里街道中心幼儿园
311,311,杭州市西湖区枫华府第幼儿园,120.122392,30.28200412,西湖区,120.060834,30.288557,浙江省杭州市西湖区蒋村街道西溪里(南区)西溪里南区
312,312,义乌市廿三里大风车幼儿园,120.1667557,29.34016533,义乌市,120.171091,29.337446,浙江省金华市义乌市廿三里街道大风车幼儿园(开元北街)下娄小区
313,313,义乌市廿三里街道畅想幼儿园,120.1743074,29.32780606,义乌市,120.178805,29.325191,浙江省金华市义乌市廿三里街道通宝路1745号
314,314,杭州市求是教育集团（总校）,120.1243428,30.26333071,西湖区,120.093329,30.289401,浙江省杭州市西湖区文新街道星洲花园(南区)杭州市星洲小学
315,315,宁波市海曙区格林美语幼儿园,121.5154274,29.87888102,海曙区,121.520016,29.876404,浙江省宁波市海曙区白云街道宁波市海客汽车修理有限公司宁波市海曙区格林美语幼儿园
316,316,义乌稠城第二幼儿园,120.0752183,29.31933673,义乌市,120.079759,29.31684,浙江省金华市义乌市稠城街道义东路39号
317,317,德清县阳光幼儿园,119.9765018,30.53607248,德清县,119.980977,30.533678,浙江省湖州市德清县武康街道云岫南路47号昇华阳光花园
318,318,义乌市义亭镇中心幼儿园,119.9514036,29.24504003,义乌市,119.955826,29.241955,浙江省金华市义乌市义亭镇义亭镇中心幼儿园
319,319,杭州市西湖区紫荆幼儿园,120.0884649,30.29264573,西湖区,120.081351,30.290432,浙江省杭州市西湖区蒋村街道紫霞街11号绿城·西溪诚园
320,320,浙江省交通运输厅幼儿园,120.1442091,30.26490396,西湖区,120.149067,30.262612,浙江省杭州市西湖区北山街道浙江省交通运输厅幼儿园
321,321,杭州市余杭区良渚第一小学,120.0447669,30.37836188,余杭区,120.04959,30.376012,浙江省杭州市余杭区良渚街道良渚荀山花苑良渚第一小学
322,322,杭州市余杭区凤凰小学,119.9408443,30.25898341,余杭区,119.942544,30.262959,浙江省杭州市余杭区余杭街道圆乡名筑圆乡名筑2期
323,323,杭州市西湖区文苑幼儿园,120.089147,30.28103808,西湖区,120.088144,30.279205,浙江省杭州市西湖区文新街道登新公寓
324,324,宁波市海曙区高桥镇新安幼儿园,121.4901803,29.91017064,海曙区,121.49456,29.907761,浙江省宁波市海曙区高桥镇高桥派出所执勤点高桥镇新安幼儿园
325,325,义乌市后宅杜元幼儿园,120.0596081,29.36473748,义乌市,120.064407,29.362305,浙江省金华市义乌市后宅街道杜元幼儿园杜元小区
326,326,宁波市海曙区集士港镇中心幼儿园,121.4266443,29.86606095,海曙区,121.430879,29.863744,浙江省宁波市海曙区集士港镇集士港镇中心幼儿园
327,327,义乌市廿三里新上社幼儿园,120.1727719,29.33125494,义乌市,120.177235,29.328615,浙江省金华市义乌市廿三里街道盘溪路
328,328,义乌市北苑金典幼儿园,120.0234318,29.31570456,义乌市,120.0281,29.3131,浙江省金华市义乌市北苑街道金典幼儿园畈东小区
329,329,宁波市海曙区古林镇西洋港幼儿园,121.4234639,29.82809278,海曙区,121.428046,29.825933,浙江省宁波市海曙区古林镇西洋港幼儿园
330,330,宁波市海曙区高桥镇西堤阳光幼儿园,121.4806097,29.88282977,海曙区,121.484941,29.880194,浙江省宁波市海曙区高桥镇西堤阳光39号楼西堤阳光
331,331,宁波市海曙区高桥镇青苹果幼儿园,121.4959358,29.90658813,海曙区,121.500363,29.904299,浙江省宁波市海曙区高桥镇青苹果幼儿园校园警务室鄞县高桥镇新安村青苹果幼儿园
332,332,杭州市余杭区未来科技城维翰幼儿园,120.0228178,30.27543267,余杭区,119.979474,30.274098,浙江省杭州市余杭区仓前街道文一西路1521号杭州市余杭区人民政府
333,333,宁波市海曙区德英乐幼儿园,121.5541249,29.86828196,海曙区,121.551066,29.859772,浙江省宁波市海曙区江厦街道宁波市海曙区人民政府江厦派出所
334,334,杭州青年专修学院,120.1157006,30.27764725,西湖区,120.120937,30.276025,浙江省杭州市西湖区翠苑街道康新花园B座康新花园
335,335,义乌市稠江街道象山幼儿园,119.9980085,29.27386954,义乌市,120.002609,29.271184,浙江省金华市义乌市稠江街道象山幼儿园
336,336,义乌市苏溪新岸幼儿园,120.1307172,29.41457608,义乌市,120.135467,29.412122,浙江省金华市义乌市苏溪镇新岸幼儿园
337,337,宁波市海曙区石碶街道阳光丽园幼儿园,121.4946685,29.82487754,海曙区,121.499007,29.822445,浙江省宁波市海曙区石碶街道雅戈尔大道375号阳光丽园南区
338,338,宁波市海曙区蜜蜂王国伟才幼儿园有限公司,121.5036486,29.86235187,海曙区,121.511006,29.859881,浙江省宁波市海曙区望春街道闻裕顺幼儿园泗洲家园
339,339,义乌市胜利幼儿园,120.0588454,29.30710992,义乌市,120.063715,29.30463,浙江省金华市义乌市稠城街道义乌市胜利住宅小区业主委员会胜利2区
340,340,宁波市二轻工业管理局第一幼儿园,121.5076847,29.86970761,海曙区,121.550357,29.874556,浙江省宁波市海曙区鼓楼街道宁波市人民政府中共宁波市海曙区委员会
341,341,杭州市大禹路小学,120.0789165,30.33078385,西湖区,120.083746,30.328559,浙江省杭州市西湖区三墩镇紫金港湾杭州市大禹路小学
342,342,义乌市福田下骆宅第二幼儿园,120.1335817,29.3344969,义乌市,120.138533,29.332008,浙江省金华市义乌市福田街道宁波大学教育集团义乌教学点下骆宅第二幼儿园
343,343,义乌市稠城街道太阳人幼儿园,120.0669768,29.29910451,义乌市,120.071284,29.295587,浙江省金华市义乌市稠城街道稠州中路393号义乌市机关实验幼儿园
344,344,义乌市爱伦宝群星幼儿园,120.0525971,29.31511234,义乌市,120.075058,29.306841,浙江省金华市义乌市稠城街道义乌市义乌市政府大楼
345,345,宁波市海曙区中原艺术幼儿园,121.5314289,29.87689598,海曙区,121.535637,29.87436,浙江省宁波市海曙区南门街道郎官社区(咏归路)郎官社区东区
346,346,宁波市海曙区莓茜伊顿幼儿园有限公司,121.500346,29.82856712,海曙区,121.551066,29.859772,浙江省宁波市海曙区江厦街道宁波市海曙区人民政府江厦派出所
347,347,宁波市市级机关第二幼儿园,121.5469119,29.87859828,海曙区,121.551152,29.876167,浙江省宁波市海曙区鼓楼街道屠园小区宁波市机关第二幼儿园
348,348,杭州市余杭区万泰幼儿园,120.2769639,30.3924571,余杭区,120.245433,30.409974,浙江省杭州市临平区星桥街道杭州方正速能科技有限公司
349,349,宁波市闻裕顺幼儿园,121.5128392,29.87431558,海曙区,121.523789,29.869185,浙江省宁波市海曙区白云街道宁波市实验幼儿园宁波市闻裕顺幼儿园
350,350,义乌市稠江第一小学,120.0471788,29.30437489,义乌市,120.051822,29.302676,浙江省金华市义乌市稠江街道西城路599号稠江第一小学
351,351,宁波市海曙区鄞江镇中心初级中学,121.3506746,29.76350865,海曙区,121.355182,29.760704,浙江省宁波市海曙区鄞江镇鄞江镇初级中学
352,352,杭州市西湖区和家园幼儿园,120.0588001,30.23824865,西湖区,120.063654,30.235954,浙江省杭州市西湖区留下街道杭州西湖风景名胜区杭州市西湖区和家园幼儿园
353,353,杭州市保俶塔申花实验学校,120.0942282,30.31091959,西湖区,120.15507,30.274084,浙江省杭州市拱墅区米市巷街道杭州市人民政府浙江省行政中心二号院
354,354,义乌市金鹰实验学校,120.040847,29.29700079,义乌市,120.044843,29.294179,浙江省金华市义乌市稠江街道金鹰实验学校
355,355,宁波市海曙区集士港镇利华幼儿园,121.4389704,29.90157632,海曙区,121.443409,29.89923,浙江省宁波市海曙区集士港镇利华幼儿园
356,356,杭州市余杭区社区学院（杭州市余杭区商贸职业高级中学）,120.3096931,30.42322419,余杭区,120.314773,30.4208,浙江省杭州市临平区南苑街道新安新秀家园(北二区)杭州市临平区社区学院
357,357,杭州市余杭区良山学校,120.0809703,30.35345127,余杭区,120.293164,30.367286,浙江省杭州市临平区乔司街道良山学校
358,358,义乌市北苑新蕾幼儿园,120.0468041,29.3246585,义乌市,120.051538,29.322314,浙江省金华市义乌市北苑街道新蕾幼儿园(望道路)拥军1区
359,359,宁波市海曙区洞桥镇佳豪幼儿园,121.3865631,29.76743454,海曙区,121.390955,29.765078,浙江省宁波市海曙区洞桥镇幸福路32号
360,360,义乌市稠城中心幼儿园,120.0754959,29.30760253,义乌市,120.080299,29.305092,浙江省金华市义乌市稠城街道义乌市稠城中心幼儿园
361,361,杭州橄榄树学校,120.3012795,30.39230411,余杭区,120.306131,30.390701,浙江省杭州市临平区南苑街道新城路142号北京外国语大学附属杭州橄榄树学校
362,362,义乌市后宅未来星幼儿园,120.0493413,29.38174065,义乌市,120.054105,29.379318,浙江省金华市义乌市后宅街道未来星幼儿园(北站大道)下畈新村
363,363,义乌市北苑街道厚富幼儿园,120.059404,29.34819351,义乌市,120.064037,29.345663,浙江省金华市义乌市北苑街道厚富幼儿园厚富小区南区
364,364,宁波市海曙区高桥镇博泽学校,121.4970821,29.87745618,海曙区,121.501644,29.875346,浙江省宁波市海曙区高桥镇迎春路288号高桥镇博泽学校
365,365,义乌市江东街道青口幼儿园,120.1252592,29.31549667,义乌市,120.129905,29.313015,浙江省金华市义乌市江东街道青口幼儿园青口东区
366,366,义乌市廿三里街道娃哈哈幼儿园,120.1676617,29.32798843,义乌市,120.172513,29.325193,浙江省金华市义乌市廿三里街道盘溪路47号娃哈哈幼儿园
367,367,宁波华茂幼儿园,121.5074164,29.82423838,海曙区,121.707536,29.956959,浙江省宁波市镇海区招宝山街道大西门路132号西门幼儿园(风龙路)
368,368,宁波市鄞江中学,121.3583774,29.78448106,海曙区,121.362608,29.781903,浙江省宁波市海曙区鄞江镇鄞江镇派出所鄞江中学校园警务室鄞江中学
369,369,义乌市廿三里聪明宝贝幼儿园,120.156316,29.33726966,义乌市,120.160971,29.33478,浙江省金华市义乌市廿三里街道聪明宝贝幼儿园(商城大道)石柱下小区
370,370,杭州市文溪中学,120.0524186,30.28254101,西湖区,120.057063,30.280964,浙江省杭州市西湖区蒋村街道春申街文溪中学
371,371,宁波市中山艺术幼儿园,121.5426571,29.88112181,海曙区,121.546511,29.878518,浙江省宁波市海曙区鼓楼街道西河街5号中山艺术幼儿园
372,372,宁波市海曙区古林镇蓝天幼儿园,121.4319829,29.83296846,海曙区,121.435704,29.83524,浙江省宁波市海曙区古林镇古林镇人民政府古林派出所
373,373,义乌市廿三里李塘幼儿园,120.1825266,29.36830747,义乌市,120.187042,29.365872,浙江省金华市义乌市廿三里街道李塘幼儿园
374,374,杭州余杭区西城幼儿园,120.084776,30.34390613,余杭区,120.089903,30.341455,浙江省杭州市余杭区良渚街道金昌路金家渡中苑
375,375,义乌市江东街道世纪阳光幼儿园,120.0421677,29.2716619,义乌市,120.04757,29.269051,浙江省金华市义乌市江东街道世纪阳光幼儿园(塔下洲社区卫生服务站西北)塔下洲A3区
376,376,义乌市江东街道展苑幼儿园,120.1316618,29.31727289,义乌市,120.136144,29.314629,浙江省金华市义乌市江东街道清溪东路29号展苑幼儿园
377,377,义乌市宾王小学教育集团,120.0934747,29.32315359,义乌市,120.097738,29.321212,浙江省金华市义乌市稠城街道宾王小学教育集团
378,378,义乌市后宅街道神舟幼儿园,120.0547674,29.35586224,义乌市,120.059747,29.353484,浙江省金华市义乌市后宅街道神舟路225号
379,379,浙江省省级机关职工业余大学,120.130358,30.28674556,西湖区,120.06473,30.25414,浙江省杭州市西湖区留下街道天目山路405号群岛·西溪艺术酒店
380,380,国家海洋局第二海洋研究所,120.1352466,30.28207176,西湖区,120.139626,30.279501,浙江省杭州市西湖区西溪街道国家海洋局第二海洋研究所自然资源部第二海洋研究所
381,381,宁波市海曙区集士港镇爱心幼儿园,121.4666552,29.879393,海曙区,121.445158,29.861745,浙江省宁波市海曙区集士港镇集士港镇城投大厦
382,382,义乌市稠江东方之辰幼儿园,120.044162,29.29366539,义乌市,120.049425,29.290716,浙江省金华市义乌市稠江街道锦都豪苑幼儿园东方分园黎明四区
383,383,义乌市后宅街道曹村幼儿园,120.015697,29.37659599,义乌市,120.020263,29.374301,浙江省金华市义乌市后宅街道曹村幼儿园
384,384,杭州市余杭区马荣凯瑞幼儿园,119.9774438,30.26176462,余杭区,120.245433,30.409974,浙江省杭州市临平区星桥街道杭州方正速能科技有限公司
385,385,义乌市北苑街道清溪成红幼儿园,120.0619877,29.34990391,义乌市,120.066543,29.347442,浙江省金华市义乌市北苑街道成红幼儿园厚富小区南区
386,386,义亭镇畈田朱幼儿园,119.9259603,29.21250902,义乌市,119.931641,29.209661,浙江省金华市义乌市义亭镇畈田朱村
387,387,杭州市西湖区凯乐幼儿园,120.0793656,30.17491837,西湖区,120.08415,30.172649,浙江省杭州市西湖区转塘街道杭州西湖风景名胜区翠庄文化艺术村(暂停营业)
388,388,宁波市海曙区高桥镇东星幼儿园,121.4777817,29.89538179,海曙区,121.481931,29.892982,浙江省宁波市海曙区高桥镇中山西路东星幼儿园
389,389,宁波市海曙区集士港镇广德学校,121.425544,29.86815319,海曙区,121.429965,29.866217,浙江省宁波市海曙区集士港镇集士西路152号集士港社区教育学院
390,390,宁波市外经贸幼儿园,121.5294291,29.88086617,海曙区,121.517518,29.849976,浙江省宁波市海曙区段塘街道顺德路318号顺德华庭
391,391,浙江求智专修学院,120.1381229,30.27999922,西湖区,120.088186,30.317436,浙江省杭州市西湖区三墩镇浙江老年开放大学浙江开放大学(振华路校区)
392,392,宁波市海曙胜丰幼儿园,121.5236928,29.88401155,海曙区,121.528042,29.881542,浙江省宁波市海曙区西门街道胜丰社区
393,393,义乌市新丝路学校,120.066741,29.33053794,义乌市,120.074671,29.309739,浙江省金华市义乌市稠城街道美吉姆儿童发展中心(义乌新天地中心)新天地商厦
394,394,宁波市海曙区古林镇福娃幼儿园,121.5002995,29.85197687,海曙区,121.50462,29.849532,浙江省宁波市海曙区古林镇宁波市三江业余艺术学校分校古林镇福娃幼儿园
395,395,义乌市城西街道于宅幼儿园,120.0059411,29.30008508,义乌市,120.010442,29.297162,浙江省金华市义乌市稠江街道西城路
396,396,杭州市余杭区南安幼儿园,119.9362295,30.2715725,余杭区,119.940365,30.268667,浙江省杭州市余杭区余杭街道中园花苑(二期)余杭区凤欣幼儿园南安园区
397,397,宁波市段塘学校,121.5221521,29.84952635,海曙区,121.526337,29.847067,浙江省宁波市海曙区段塘街道粮丰街165号南苑小区(南苑街)
398,398,宁波市海曙区鄞江镇黎萌幼儿园,121.3561197,29.77756515,海曙区,121.360658,29.774899,浙江省宁波市海曙区鄞江镇四明东路132号
399,399,杭州市转塘小学,120.0783866,30.1565343,西湖区,120.079167,30.160879,浙江省杭州市西湖区转塘街道集贸巷72号外陆宾馆(直街店)
400,400,义乌市江东街道青岩刘幼儿园,120.08475,29.28901678,义乌市,120.089482,29.28661,浙江省金华市义乌市江东街道青岩刘幼儿园青岩刘B区
401,401,浙江省级机关保俶幼儿园,120.1458658,30.26742426,西湖区,120.150596,30.265111,浙江省杭州市西湖区北山街道浙江省省级机关保俶幼儿园
402,402,义乌市大成中学,120.0158987,29.20117229,义乌市,120.021687,29.198228,浙江省金华市义乌市佛堂镇大成中学
403,403,义乌市德胜小学,120.0577718,29.37416001,义乌市,120.075058,29.306841,浙江省金华市义乌市稠城街道义乌市义乌市政府大楼
404,404,宁波市海曙区国骅东方幼儿园,121.5019459,29.82673998,海曙区,121.506098,29.824212,浙江省宁波市海曙区石碶街道国骅东方幼儿园雅渡新村
405,405,义乌市后宅幼儿园,120.0546909,29.37652705,义乌市,120.059423,29.373988,浙江省金华市义乌市后宅街道黄宁路70号后宅幼儿园
406,406,义乌市廿三里街道蓝天幼儿园,120.1673079,29.32691415,义乌市,120.171885,29.324302,浙江省金华市义乌市廿三里街道蓝天幼儿园(镇南西路)
407,407,杭州市余杭卫生中等专业学校,120.2897459,30.43276387,余杭区,120.294333,30.429949,浙江省杭州市临平区临平街道宁波大学卫生职业技术学院余杭教学点杭州市余杭区卫生进修学校
408,408,杭州市西湖区古荡幼儿园,120.1133105,30.27722312,西湖区,120.118099,30.274968,浙江省杭州市西湖区古荡街道杭州市西湖区古荡幼儿园
409,409,宁波市海曙区宝宝慧.郎官幼儿园,121.5292343,29.87720684,海曙区,121.533387,29.874688,浙江省宁波市海曙区南门街道宝宝慧·郎官幼儿园郎官社区西区
410,410,义乌市佛堂贝贝幼儿园,120.0065277,29.20676763,义乌市,120.011208,29.204101,浙江省金华市义乌市佛堂镇渡磬北路42号佛堂省级旅游度假区(建设中)
411,411,西湖大学,120.0755788,30.1365985,西湖区,116.186398,28.486009,江西省南昌市进贤县前坊镇西湖村
412,412,浙江科技学院,120.0198195,30.22464565,西湖区,120.024421,30.218984,浙江省杭州市西湖区留下街道浙江科技学院小和山校区
413,413,宁波市海曙区四明山经典学校,121.1559207,29.76942357,海曙区,121.397376,29.883122,浙江省宁波市海曙区集士港镇四明山村村委会
414,414,浙江省杭州学军中学,120.1348901,30.28069745,西湖区,120.139277,30.278356,浙江省杭州市西湖区西溪街道浙江大学西溪校区北园杭州学军中学西溪校区
415,415,义乌市江东街道米朗幼儿园,120.0632188,29.28165338,义乌市,120.067979,29.279179,浙江省金华市义乌市江东街道米朗幼儿园下傅小区
416,416,杭州市余杭区彭公中心幼儿园,119.9186855,30.41124228,余杭区,119.922995,30.408775,浙江省杭州市余杭区瓶窑镇彭公中心幼儿园
417,417,义乌市南环幼儿园,120.0815202,29.28620528,义乌市,120.08609,29.283856,浙江省金华市义乌市江东街道南环幼儿园
418,418,义乌市江东街道金喇叭幼儿园,120.034847,29.24253549,义乌市,120.039601,29.23967,浙江省金华市义乌市江东街道江东路佛堂省级旅游度假区(建设中)
419,419,义乌市商苑幼儿园,120.084332,29.292802,义乌市,120.089064,29.290438,浙江省金华市义乌市江东街道江东商苑幼儿园
420,420,德清县逸夫小学,119.9578219,30.53400468,德清县,119.962478,30.531764,浙江省湖州市德清县武康街道逸夫小学
421,421,义乌市佛堂镇初级中学,120.02019,29.204348,义乌市,120.02467,29.202458,浙江省金华市义乌市佛堂镇凤凰名城小区佛堂镇初级中学
422,422,义乌市北苑乖宝宝幼儿园,120.056663,29.335159,义乌市,120.061492,29.332728,浙江省金华市义乌市北苑街道乖宝宝幼儿园(九号路)春晗3区
423,423,义乌市大陈镇东塘幼儿园,120.167599,29.500024,义乌市,120.129884,29.452642,浙江省金华市义乌市大陈镇大陈镇大陈镇人民政府
424,424,杭州市余杭区贝贝幼儿园,120.004885,30.234594,余杭区,120.008057,30.233031,浙江省杭州市余杭区闲林街道传成文化艺术中心(杭州闲林分部)岸上蓝山星河苑
425,425,杭州市西湖区翠苑第三幼儿园,120.1161812,30.29270714,西湖区,120.120852,30.290499,浙江省杭州市西湖区翠苑街道文一路206-2号翠苑第三幼儿园
426,426,杭州市西湖区天虹幼儿园,120.086791,30.31502861,西湖区,120.091536,30.312714,浙江省杭州市西湖区三墩镇紫荆花北路288号天虹公寓南区
427,427,义乌市稠江杨二幼儿园,120.033864,29.292957,义乌市,120.038504,29.290337,浙江省金华市义乌市稠江街道杨二幼儿园
428,428,义乌市福田青苹果幼儿园,120.094058,29.37566,义乌市,120.098905,29.373153,浙江省金华市义乌市福田街道聚宝路义乌市植物园
429,429,义乌市佛堂华诗丽娃幼儿园,120.020329,29.207121,义乌市,120.02491,29.20494,浙江省金华市义乌市佛堂镇凤凰名城小区义乌市佛堂华诗丽娃幼儿园
430,430,德清县钟管镇中心幼儿园,120.1838837,30.64940733,德清县,120.18854,30.647194,浙江省湖州市德清县钟管镇寺前路159号钟管镇中心学校
431,431,义乌市北苑街道佳爱幼儿园,120.046515,29.321769,义乌市,120.050803,29.319103,浙江省金华市义乌市北苑街道佳爱幼儿园
432,432,义乌市福田拨浪鼓幼儿园,120.112098,29.349085,义乌市,120.116957,29.346698,浙江省金华市义乌市福田街道拨浪鼓幼儿园诚信2区
433,433,杭州市十三中教育集团(总校),120.1302993,30.2894872,西湖区,120.134293,30.287027,浙江省杭州市西湖区翠苑街道杭州师范大学附属中学(教工路)
434,434,义乌市上溪塘西幼儿园,119.914991,29.263621,义乌市,120.075058,29.306841,浙江省金华市义乌市稠城街道义乌市义乌市政府大楼
435,435,义乌市江东蓝星幼儿园,120.049598,29.244533,义乌市,120.05445,29.24189,浙江省金华市义乌市江东街道徐佛线佛堂省级旅游度假区(建设中)
436,436,杭州市西湖区蓝精灵幼儿园,120.12295,30.123148,西湖区,120.127618,30.121023,浙江省杭州市西湖区双浦镇杭州郑洲画室西湖区蓝精灵幼儿园
437,437,宁波市李兴贵中学,121.5435896,29.88311331,海曙区,121.548451,29.881207,浙江省宁波市海曙区鼓楼街道横河街73号
438,438,杭州市余杭区小林中心小学,120.248453,30.430955,余杭区,120.253357,30.427844,浙江省杭州市临平区临平街道小林中心小学
439,439,杭州市余杭区良渚荀梓幼儿园,120.044131,30.384654,余杭区,120.04922,30.382137,浙江省杭州市余杭区良渚街道荀梓幼儿园
440,440,杭州市周浦小学,120.0687004,30.1028062,西湖区,120.073327,30.099865,浙江省杭州市西湖区双浦镇杭州市周浦小学
441,441,义乌市国际商贸学校,120.060418,29.354031,义乌市,120.06654,29.353079,浙江省金华市义乌市后宅街道城北路j-180号义乌市国际商贸学校
442,442,杭州市余杭区中泰中心小学,119.921249,30.241245,余杭区,119.925602,30.239615,浙江省杭州市余杭区中泰街道中泰中心小学
443,443,德清县雷甸镇初级中学,120.1375005,30.52040473,德清县,120.142301,30.51803,浙江省湖州市德清县雷甸镇新大街183号雷甸镇初级中学
444,444,杭州市余杭区径山镇双溪中心小学,119.82522,30.411435,余杭区,119.830251,30.409204,浙江省杭州市余杭区径山镇218县道
445,445,杭州市余杭区运河中学,120.29605,30.487136,余杭区,120.299397,30.484952,浙江省杭州市临平区运河街道运河中学
446,446,德清县禹越镇徐家庄中心小学,120.2644264,30.52269691,德清县,120.268534,30.520203,浙江省湖州市德清县禹越镇徐家庄中心幼儿园
447,447,义乌市江东星星幼儿园,120.035564,29.257273,义乌市,120.040206,29.254757,浙江省金华市义乌市江东街道星星幼儿园
448,448,义乌市稠州中学教育集团,120.0674953,29.3000215,义乌市,120.07237,29.297639,浙江省金华市义乌市稠城街道民主路190号义乌市稠州中学教育集团(民主路校区)
449,449,杭州市余杭区黄湖镇中心幼儿园,119.804631,30.448437,余杭区,119.809843,30.446674,浙江省杭州市余杭区黄湖镇迂前南路157-5号
450,450,杭州绿城育华小学,120.0820373,30.28968642,西湖区,120.086338,30.290406,浙江省杭州市西湖区蒋村街道文一西路532号绿城教育
451,451,义乌市宗泽小学,120.106702,29.29764,义乌市,120.109729,29.29578,浙江省金华市义乌市江东街道茗乐书画苑宗泽校区宗泽小学
452,452,宁波神舟学校,121.44992,29.839286,海曙区,121.454437,29.836965,浙江省宁波市海曙区集士港镇杉杉大道2号宁波神舟学校
453,453,义乌市江东街道江南幼儿园,120.06936,29.288961,义乌市,120.074113,29.286646,浙江省金华市义乌市江东街道江南幼儿园
454,454,义乌市福田前店幼儿园,120.100211,29.383289,义乌市,120.104862,29.380811,浙江省金华市义乌市福田街道前店幼儿园
455,455,义乌市大陈镇中心幼儿园,120.109604,29.457634,义乌市,120.09835,29.463151,浙江省金华市义乌市大陈镇梅坞花苑小区大陈第一幼儿园
456,456,杭州万向职业技术学院,120.0709364,30.25486257,西湖区,120.073946,30.253491,浙江省杭州市西湖区留下街道农业学校杭州万向职业技术学院(1号校区)
457,457,杭州市余杭区西溪华东园幼儿园,120.013225,30.251441,余杭区,120.018088,30.249216,浙江省杭州市余杭区闲林街道西溪华东园幼儿园西溪华东园
458,458,杭州市星洲小学,120.0885092,30.2911747,西湖区,120.093329,30.289401,浙江省杭州市西湖区文新街道星洲花园(南区)杭州市星洲小学
459,459,杭州市西湖第一实验学校,120.0511304,30.18490683,西湖区,120.131375,30.274938,浙江省杭州市西湖区翠苑街道杭州市育才教育集团第二实验学校杭州市育才教育集团总校
460,460,德清县乾元镇中心小学,120.0759313,30.55520509,德清县,120.079934,30.551523,浙江省湖州市德清县乾元镇德清公安乾元镇第二幼儿园警务站
461,461,义乌市黄杨梅小学,120.042737,29.310215,义乌市,120.048108,29.307992,浙江省金华市义乌市北苑街道黄杨梅一街180号义乌市黄杨梅小学
462,462,义乌市稠城街道蒲公英幼儿园,120.082959,29.322199,义乌市,120.088128,29.319689,浙江省金华市义乌市稠城街道义乌拉面(工人北路)蒲公英幼儿园(工人北路)
463,463,宁波市宝韵音乐幼儿园,121.527982,29.870169,海曙区,121.503454,29.86719,浙江省宁波市海曙区古林镇薛家南路34号盛世华城
464,464,德清县新市镇初级中学,120.2727831,30.61900557,德清县,120.27686,30.617419,浙江省湖州市德清县新市镇文昌路163号新市镇初级中学
465,465,义乌市稠江萌芽幼儿园,120.057982,29.301766,义乌市,120.063096,29.299096,浙江省金华市义乌市稠江街道宏迪路29号萌芽幼儿园(宏迪路)
466,466,义乌市稠江街道颖颖幼儿园,120.031627,29.272819,义乌市,120.036307,29.270205,浙江省金华市义乌市稠江街道颖颖幼儿园(稠岭线)新屋一区
467,467,义乌市北苑天之骄幼儿园,120.030221,29.323041,义乌市,120.034953,29.320491,浙江省金华市义乌市北苑街道义乌市汇洲进出口有限公司春盛小区
468,468,杭州市西湖职业高级中学,120.0784606,30.16160642,西湖区,120.08323,30.159164,浙江省杭州市西湖区转塘街道珊瑚沙路杭州市西湖职业高级中学(南区)
469,469,杭州市余杭区微时代幼儿园,120.231193,30.462897,余杭区,120.23469,30.460064,浙江省杭州市临平区塘栖镇微时代幼儿园微时代城
470,470,杭州市余杭区南苑舒心幼儿园,120.282247,30.410472,余杭区,120.273985,30.402474,浙江省杭州市临平区南苑街道杭州市余杭区南苑舒心幼儿园(藕花洲大街)浙江中升锦澳汽车销售服务有限公司
471,471,义乌市福田新希望幼儿园,120.130622,29.359943,义乌市,120.135773,29.35642,浙江省金华市义乌市福田街道紫金北路
472,472,宁波市海曙区石碶街道城南公馆幼儿园,121.504875,29.827889,海曙区,121.50927,29.825562,浙江省宁波市海曙区石碶街道石碶社区人民调解委员会石碶街道城南公馆幼儿园
473,473,义乌市艺术学校,120.083383,29.30073,义乌市,120.087755,29.298519,浙江省金华市义乌市江东街道浙江省教育厅学生艺术特长B级小B级考评点江东新村
474,474,义乌市赤岸镇启明星幼儿园,120.027619,29.146829,义乌市,120.032244,29.14404,浙江省金华市义乌市赤岸镇雪峰路4号启明星幼儿园
475,475,义乌市佛堂镇启明幼儿园,119.981239,29.167736,义乌市,120.03125,29.229694,浙江省金华市义乌市佛堂镇合作卫生社区服务站佛堂省级旅游度假区(建设中)
476,476,杭州市西湖区袁浦幼儿园,120.1195603,30.1169801,西湖区,120.124196,30.114783,浙江省杭州市西湖区双浦镇袁浦街242号袁浦幼儿园小江分园
