objectid,ame,ddress,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape
3522,宁波市海曙区赫德双语幼儿园,宁波市海曙区解放南路10号,121.5459643,29.8628893,宁波市,海曙区,江厦街道,幼儿园,330203,学前教育,NULL,01010000208A11000088AA1814F1625E4000462750E6DC3D40
3526,宁波市海曙区柳锦幼儿园,浙江省宁波市海曙区常青路98弄,121.5250143,29.87303654,宁波市,海曙区,南门街道,幼儿园,330203,学前教育,NULL,01010000208A110000C86B5ED599615E4050839B527FDF3D40
3543,宁波市海曙区古林镇同萌幼儿园,宁波市海曙区古林镇施家村忠义房139号,121.4351271,29.83385929,宁波市,海曙区,古林镇,幼儿园,330203,学前教育,NULL,01010000208A110000108D401FD95B5E4080215FCD77D53D40
3550,宁波市海曙区高桥镇阳光幼儿园,宁波市海曙区高桥镇高峰村马浦路2号,121.4625676,29.90388304,宁波市,海曙区,高桥镇,幼儿园,330203,学前教育,NULL,01010000208A11000078B6EAB49A5D5E4000EAFBE064E73D40
3558,义乌市北苑街道现代名人花园幼儿园,浙江省金华市义乌市北苑街道望道路179-2号,120.046551,29.315936,金华市,义乌市,北苑街道,幼儿园,330782,学前教育,NULL,01010000208A11000028A60BB1FA025E4010A1832EE1503D40
3566,杭州市余杭区万佳宝贝幼儿园,余杭街道禹航路1068号,119.9364727,30.28327113,杭州市,余杭区,余杭街道,幼儿园,330110,学前教育,NULL,01010000208A110000F0942A2BEFFB5D40C08BF37484483E40
3579,宁波市海曙区石碶洪渡幼儿园,宁波市海曙区石碶街道石源路8号,121.4952374,29.82720642,宁波市,海曙区,石碶街道,幼儿园,330203,学前教育,NULL,01010000208A11000048DA3EF8B15F5E4080D3D5CCC3D33D40
3592,义乌市柳青学校教育集团,浙江省义乌市北苑街道常青路6号,120.0507555,29.34523967,金华市,义乌市,北苑街道,九年一贯制学校,330782,中等教育,NULL,01010000208A110000A84B01943F035E4090858CA061583D40
3610,宁波市海曙区心爱心幼儿园,浙江省宁波市海曙区徐家漕路211弄39号,121.4912275,29.88497713,宁波市,海曙区,望春街道,幼儿园,330203,学前教育,NULL,01010000208A110000E8E99545705F5E40E0A57FDC8DE23D40
3612,杭州市余杭区太炎小学,杭州市余杭区余杭街道方井头8号,119.9285192,30.27973164,杭州市,余杭区,余杭街道,小学,330110,初等教育,NULL,01010000208A110000B034C8DB6CFB5D40D0DD1C7E9C473E40
3620,杭州市西湖区自在城幼儿园,杭州市西湖区嘉仁路与欣然街交叉口,120.0677529,30.33664339,杭州市,西湖区,三墩镇,幼儿园,330106,学前教育,NULL,01010000208A1100007095271056045E40E048CD422E563E40
3623,义乌市廿三里街道麻车塘幼儿园,义乌市廿三里街道西田畈村8栋,120.1636016,29.35006914,金华市,义乌市,廿三里街,幼儿园,330782,学前教育,NULL,01010000208A11000070F3D172780A5E4090A393219E593D40
3626,杭州市育才教育集团（总校）,杭州市西湖区黄姑山横路70号,120.1268049,30.27745564,杭州市,西湖区,翠苑街道,小学,330106,初等教育,NULL,01010000208A11000058FA6E921D085E40905D495507473E40
3630,宁波市海曙区集士港镇青垫幼儿园,浙江省宁波市海曙区集士港镇万众村青垫前街105号,121.4184206,29.85107766,宁波市,海曙区,集士港镇,幼儿园,330203,学前教育,NULL,01010000208A110000787BFB66C75A5E40E02BAF39E0D93D40
3637,宁波市海曙区古林镇蜃蛟小学,浙江省宁波市海曙区古林镇蜃蛟村裕城路1号,121.3990252,29.82045705,宁波市,海曙区,古林镇,小学,330203,初等教育,NULL,01010000208A11000018C416A189595E4050D1297909D23D40
3641,宁波市市级机关第一幼儿园,宁波市长春路96号,121.5346601,29.87510052,宁波市,海曙区,月湖街道,幼儿园,330203,学前教育,NULL,01010000208A11000078FEFEDE37625E405068769606E03D40
3677,杭州市文理小学,杭州市西湖区三墩镇嘉仁路499号,120.0686626,30.33548746,杭州市,西湖区,三墩镇,小学,330106,初等教育,NULL,01010000208A110000A8FCE8F764045E4000548C81E2553E40
3700,义乌市稠江天成幼儿园,义乌市稠江街道龙回一区20幢,120.0161965,29.29548596,金华市,义乌市,稠江街道,幼儿园,330782,学前教育,NULL,01010000208A110000C8E22E5D09015E408009BEF7A44B3D40
3738,宁波市海曙区石碶红星学校,浙江省宁波市海曙区石碶街道后仓村东边73号,121.4804256,29.82678348,宁波市,海曙区,石碶街道,九年一贯制学校,330203,中等教育,NULL,01010000208A1100003080D04ABF5E5E40A02D0315A8D33D40
3751,义乌市义亭中洋幼儿园,义乌市义亭鲍宅村,119.972783,29.23561036,金华市,义乌市,义亭镇,幼儿园,330782,学前教育,NULL,01010000208A1100003812A51342FE5D4090FAF7F5503C3D40
3771,义乌市城西街道中心幼儿园,浙江省义乌市城西街道益公山村,119.9831377,29.2925041,金华市,义乌市,城西街道,幼儿园,330782,学前教育,NULL,01010000208A11000060703ABAEBFE5D4030A0888CE14A3D40
3790,宁波市红旗幼儿园,乌含巷36号,121.5377463,29.87929558,宁波市,海曙区,鼓楼街道,幼儿园,330203,学前教育,NULL,01010000208A110000C078416F6A625E4090E9E38319E13D40
3817,宁波市海曙区高桥镇半路庵幼儿园,宁波市海曙区高桥镇秀丰路59号,121.472518,29.89430618,宁波市,海曙区,高桥镇,幼儿园,330203,学前教育,NULL,01010000208A110000D848EABB3D5E5E4080980040F1E43D40
3818,浙江机电技工学校,义乌市城北路60号,120.0799633,29.33630722,金华市,义乌市,稠城街道,职业高中学校,330782,中等教育,NULL,01010000208A11000090DB581E1E055E4000B8D63A18563D40
3832,杭州市西湖区乐迪幼儿园,杭州市周坪路137号,120.0643388,30.34394532,杭州市,西湖区,三墩镇,幼儿园,330106,学前教育,NULL,01010000208A1100002890A9201E045E40B0E5F9CC0C583E40
3864,义乌市江东街道七彩临江幼儿园,义乌市江东街道临江后成一区5幢5号,120.0742894,29.29221082,金华市,义乌市,江东街道,幼儿园,330782,学前教育,NULL,01010000208A110000183F1F28C1045E40F041FA53CE4A3D40
3868,义乌市香山小学教育集团,稠城街道胜利路35号,120.0616006,29.30649581,金华市,义乌市,稠城街道,小学,330782,初等教育,NULL,01010000208A11000028648443F1035E40B07D7982764E3D40
3877,杭州市保俶塔实验学校,浙江省杭州市西湖区天目山路81号,120.144894,30.27284348,杭州市,西湖区,北山街道,十二年一贯制学校,330106,中等教育,NULL,01010000208A110000A0EB7CF145095E40500DEA11D9453E40
3895,杭州云谷幼儿园,杭州市西湖区桃源坞基金小镇5-7号楼,120.1007556,30.25810601,杭州市,西湖区,留下街道,幼儿园,330106,学前教育,NULL,01010000208A1100001802BFC772065E4050F73A3C13423E40
3908,义乌市江东街道彩虹幼儿园,义乌市江东街道徐村后山巷8号,120.0489413,29.25560596,金华市,义乌市,江东街道,幼儿园,330782,学前教育,NULL,01010000208A11000088B0BEDA21035E40E00A78646F413D40
3928,义乌市江东街道供店幼儿园,义乌市江东街道供店村,120.0391973,29.24513862,金华市,义乌市,江东街道,幼儿园,330782,学前教育,NULL,01010000208A110000882F443582025E40805CA967C13E3D40
3929,杭州市余杭区江南春·闲林山水幼儿园,余杭区闲林街道华丰村闲林山水幼儿园,120.0096901,30.2363345,杭州市,余杭区,闲林街道,幼儿园,330110,学前教育,NULL,01010000208A110000D02E07C39E005E401088E76A803C3E40
3936,杭州市余杭区闲林中心小学,浙江省杭州市余杭区闲林街道文卫路26-1号,119.9784461,30.22013612,杭州市,余杭区,闲林街道,小学,330110,初等教育,NULL,01010000208A110000C06285DC9EFE5D40F02E2FD75A383E40
3949,杭州市余杭区白马幼儿园,杭州市余杭区闲林街道白马山庄花语轩8幢,120.0089646,30.21946664,杭州市,余杭区,闲林街道,幼儿园,330110,学前教育,NULL,01010000208A11000080981FE092005E4070A83DF72E383E40
3954,宁波市海曙区江湾城幼儿园,宁波市海曙区中湾广场63号,121.5382786,29.85590209,宁波市,海曙区,南门街道,幼儿园,330203,学前教育,NULL,01010000208A1100008051E32773625E40403E30661CDB3D40
3956,义乌市绣湖小学教育集团,浙江省义乌市县前街65号,120.066264,29.30967492,金华市,义乌市,稠城街道,小学,330782,初等教育,NULL,01010000208A110000702B21AB3D045E40A0610EDB464F3D40
3992,徳清县莫干山镇中心幼儿园,浙江省德清县莫干山镇,119.897047,30.60185702,湖州市,德清县,莫干山镇,幼儿园,330521,学前教育,NULL,01010000208A11000050A2AF3769F95D40A0C4394D139A3E40
3994,杭州市西湖区东方幼儿园,杭州市紫荆花路282号,120.0879673,30.29037869,杭州市,西湖区,文新街道,幼儿园,330106,学前教育,NULL,01010000208A11000060A9BD41A1055E40F07A1642564A3E40
4000,义乌市金麟花园幼儿园,浙江省义乌市廿三里街道金麟花园,120.155804,29.33134033,金华市,义乌市,廿三里街,幼儿园,330782,学前教育,NULL,01010000208A110000109940B1F8095E40A04F3CB8D2543D40
4006,宁波海曙中心小学,宁波市海曙区孝闻街8号,121.5393759,29.87700931,宁波市,海曙区,鼓楼街道,小学,330203,初等教育,NULL,01010000208A110000D0665D2285625E40D0BCA0AE83E03D40
4007,宁波市海曙区西成幼儿园,宁波市海曙区澄波华庭12号,121.5120525,29.8894678,宁波市,海曙区,望春街道,幼儿园,330203,学前教育,NULL,01010000208A1100000866F777C5605E40E0BA7429B4E33D40
4017,义乌市上溪小学,浙江省义乌市上溪镇文明北路59号,119.9307928,29.28742049,金华市,义乌市,上溪镇,小学,330782,初等教育,NULL,01010000208A110000C8B6201C92FB5D4010C0A46394493D40
4018,宁波市鄞州少林文武学校,宁波市海曙区集士港镇童家横村7号,121.4242636,29.8879984,宁波市,海曙区,集士港镇,成人中等专业学校,330203,中等教育,NULL,01010000208A110000A0084E22275B5E40704FEEDC53E33D40
4029,杭州市文一街小学,杭州市西湖区保俶北路88号,120.1377285,30.28972964,杭州市,西湖区,西溪街道,小学,330106,初等教育,NULL,01010000208A11000008832E8BD0085E4060A9D1B82B4A3E40
4030,杭州市余杭区瓶窑镇第一小学,杭州市余杭区瓶窑镇凤溪路388号,119.9655296,30.39429844,杭州市,余杭区,瓶窑镇,小学,330110,初等教育,NULL,01010000208A11000030D2C63CCBFD5D40705E14BEF0643E40
4031,浙江省广播电视大学,杭州市教工路42号,120.131911,30.27824655,杭州市,西湖区,西溪街道,广播电视大学,330106,高等学校,NULL,01010000208A110000B8A9F13A71085E40102E742A3B473E40
4040,义乌市江东哆哆熊幼儿园,浙江省义乌市江东街道通宝路202号,120.1356489,29.315914,金华市,义乌市,江东街道,幼儿园,330782,学前教育,NULL,01010000208A110000404FB978AE085E4040877BBDDF503D40
4043,杭州市学军小学,文二路求智巷6号,120.139565,30.28366959,杭州市,西湖区,西溪街道,小学,330106,初等教育,NULL,01010000208A11000028F0E1A1EE085E4070EBFB919E483E40
4058,杭州西湖风景名胜区龙井幼儿园,杭州西湖风景名胜区龙井路3-1号,120.1182606,30.24659962,杭州市,西湖区,灵隐街道,幼儿园,330106,学前教育,NULL,01010000208A11000018D8C39491075E40B0FD2327213F3E40
4073,义乌市廿三里街道中心幼儿园,义乌市廿三里街道如甫新村1幢18号,120.1639818,29.33032882,金华市,义乌市,廿三里街,幼儿园,330782,学前教育,NULL,01010000208A110000108760AD7E0A5E4000F1E96D90543D40
4079,杭州市西湖区枫华府第幼儿园,杭州市华星路6-2号,120.122392,30.28200412,杭州市,西湖区,翠苑街道,幼儿园,330106,学前教育,NULL,01010000208A110000485D3345D5075E40D0EA196C31483E40
4089,义乌市廿三里大风车幼儿园,义乌市廿三里街道下娄小区60栋,120.1667557,29.34016533,金华市,义乌市,廿三里街,幼儿园,330782,学前教育,NULL,01010000208A11000040EC1F20AC0A5E4040FE2E1315573D40
4090,义乌市廿三里街道畅想幼儿园,义乌市廿三里街道通宝路1745号,120.1743074,29.32780606,金华市,义乌市,廿三里街,幼儿园,330782,学前教育,NULL,01010000208A11000088034EDA270B5E4060F30119EB533D40
4095,杭州市求是教育集团（总校）,浙江省杭州市西湖区浙大路18号,120.1243428,30.26333071,杭州市,西湖区,灵隐街道,小学,330106,初等教育,NULL,01010000208A11000058965F3BF5075E4000C737A469433E40
4105,宁波市海曙区格林美语幼儿园,宁波市海曙区前丰街42号,121.5154274,29.87888102,宁波市,海曙区,白云街道,幼儿园,330203,学前教育,NULL,01010000208A11000010585CC3FC605E401080A058FEE03D40
4118,义乌稠城第二幼儿园,浙江省金华市义乌市义东路33弄5号,120.0752183,29.31933673,金华市,义乌市,稠城街道,幼儿园,330782,学前教育,NULL,01010000208A11000030AC7960D0045E407077470DC0513D40
4138,德清县阳光幼儿园,德清县武康街道阳光花园22幢,119.9765018,30.53607248,湖州市,德清县,武康街道,幼儿园,330521,学前教育,NULL,01010000208A11000038FA77017FFE5D40B0B4B80B3C893E40
4153,义乌市义亭镇中心幼儿园,浙江省义乌市义亭镇双塘路606号,119.9514036,29.24504003,金华市,义乌市,义亭镇,幼儿园,330782,学前教育,NULL,01010000208A1100009874E7CBE3FC5D40900F83F1BA3E3D40
4157,杭州市西湖区紫荆幼儿园,杭州市西湖区紫荆花路290号,120.0884649,30.29264573,杭州市,西湖区,文新街道,幼儿园,330106,学前教育,NULL,01010000208A11000028948A68A9055E4080F5A3D4EA4A3E40
4159,浙江省交通运输厅幼儿园,杭州市西湖区宝石山下4弄18号,120.1442091,30.26490396,杭州市,西湖区,北山街道,幼儿园,330106,学前教育,NULL,01010000208A110000281FA3B83A095E407013F9BED0433E40
4177,杭州市余杭区良渚第一小学,杭州市余杭区良渚街道东方西路121号,120.0447669,30.37836188,杭州市,余杭区,良渚街道,小学,330110,初等教育,NULL,01010000208A1100002893DB75DD025E40C0201253DC603E40
4178,杭州市余杭区凤凰小学,杭州市余杭区余杭街道城南路352号,119.9408443,30.25898341,杭州市,余杭区,余杭街道,小学,330110,初等教育,NULL,01010000208A1100002831FACA36FC5D4010FA8ABC4C423E40
4181,杭州市西湖区文苑幼儿园,杭州市西湖区紫荆花路106号,120.089147,30.28103808,杭州市,西湖区,文新街道,幼儿园,330106,学前教育,NULL,01010000208A1100007055C995B4055E4050A5851CF2473E40
4184,宁波市海曙区高桥镇新安幼儿园,宁波市海曙区高桥镇望江村唐家漕130号,121.4901803,29.91017064,宁波市,海曙区,高桥镇,幼儿园,330203,学前教育,NULL,01010000208A11000088365A1D5F5F5E4050FD63F100E93D40
4194,义乌市后宅杜元幼儿园,义乌市后宅街道杜元村,120.0596081,29.36473748,金华市,义乌市,后宅街道,幼儿园,330782,学前教育,NULL,01010000208A110000A824549ED0035E40B0A2736F5F5D3D40
4235,宁波市海曙区集士港镇中心幼儿园,宁波市海曙区广茂路116号,121.4266443,29.86606095,宁波市,海曙区,集士港镇,幼儿园,330203,学前教育,NULL,01010000208A110000D01EAE234E5B5E40C0C5B12BB6DD3D40
4237,义乌市廿三里新上社幼儿园,义乌市廿三里街道上社村348号,120.1727719,29.33125494,金华市,义乌市,廿三里街,幼儿园,330782,学前教育,NULL,01010000208A1100004056E3B10E0B5E40C0A4A91FCD543D40
4252,义乌市北苑金典幼儿园,义乌市北苑街道畈东村175栋,120.0234318,29.31570456,金华市,义乌市,北苑街道,幼儿园,330782,学前教育,NULL,01010000208A110000E07D06E87F015E4070B19C03D2503D40
4258,宁波市海曙区古林镇西洋港幼儿园,宁波市海曙区古林镇西洋港工业区9号,121.4234639,29.82809278,宁波市,海曙区,古林镇,幼儿园,330203,学前教育,NULL,01010000208A110000387555081A5B5E40F0A085E3FDD33D40
4264,宁波市海曙区高桥镇西堤阳光幼儿园,浙江省宁波市海曙区高桥镇学院路西堤阳光19幢46号,121.4806097,29.88282977,宁波市,海曙区,高桥镇,幼儿园,330203,学前教育,NULL,01010000208A110000501F504FC25E5E4050CAB92101E23D40
4277,宁波市海曙区高桥镇青苹果幼儿园,宁波市海曙区高桥镇望江村王家41号,121.4959358,29.90658813,宁波市,海曙区,高桥镇,幼儿园,330203,学前教育,NULL,01010000208A110000987A8269BD5F5E403096E52816E83D40
4284,杭州市余杭区未来科技城维翰幼儿园,浙江省杭州市余杭区五常街道高教路968-8,120.0228178,30.27543267,杭州市,余杭区,五常街道,幼儿园,330110,学前教育,NULL,01010000208A110000A0A4B3D875015E4060E665C182463E40
4285,宁波市海曙区德英乐幼儿园,宁波市海曙区灵桥路768号,121.5541249,29.86828196,宁波市,海曙区,江厦街道,幼儿园,330203,学前教育,NULL,01010000208A110000F8C82AC876635E40A09CF9B947DE3D40
4288,杭州青年专修学院,古翠路60号,120.1157006,30.27764725,杭州市,西湖区,翠苑街道,民办的其他高等教育机构,330106,其他教育,NULL,01010000208A11000010F286A367075E408047DEE313473E40
4290,义乌市稠江街道象山幼儿园,义乌市稠江街道象山社区青春路666号,119.9980085,29.27386954,金华市,义乌市,稠江街道,幼儿园,330782,学前教育,NULL,01010000208A1100000089F35EDFFF5D40A01465501C463D40
4304,义乌市苏溪新岸幼儿园,义乌市苏溪镇朝阳街28号,120.1307172,29.41457608,金华市,义乌市,苏溪镇,幼儿园,330782,学前教育,NULL,01010000208A11000010707CAB5D085E40509975A8216A3D40
4321,宁波市海曙区石碶街道阳光丽园幼儿园,宁波市海曙区石碶街道雅戈尔大道375号,121.4946685,29.82487754,宁波市,海曙区,石碶街道,幼儿园,330203,学前教育,NULL,01010000208A11000058C032A6A85F5E403053982C2BD33D40
4322,宁波市海曙区蜜蜂王国伟才幼儿园有限公司,宁波市海曙区古林镇气象路827号,121.5036486,29.86235187,宁波市,海曙区,古林镇,幼儿园,330203,学前教育,NULL,01010000208A110000300F34C73B605E407079A817C3DC3D40
4324,义乌市胜利幼儿园,义乌市胜利二区46幢,120.0588454,29.30710992,金华市,义乌市,稠城街道,幼儿园,330782,学前教育,NULL,01010000208A11000078D3971FC4035E4060AD76C19E4E3D40
4326,宁波市二轻工业管理局第一幼儿园,海曙区安丰街37号,121.5076847,29.86970761,宁波市,海曙区,白云街道,幼儿园,330203,学前教育,NULL,01010000208A11000030C3E8E77D605E4040716528A5DE3D40
4341,杭州市大禹路小学,杭州市西湖区三墩镇金兰巷2号,120.0789165,30.33078385,杭州市,西湖区,三墩镇,小学,330106,初等教育,NULL,01010000208A1100005016EEF70C055E4080CB1940AE543E40
4347,义乌市福田下骆宅第二幼儿园,义乌市福田下骆宅振兴西路16号,120.1335817,29.3344969,金华市,义乌市,福田街道,幼儿园,330782,学前教育,NULL,01010000208A11000020860C9A8C085E4080D1B996A1553D40
4349,义乌市稠城街道太阳人幼儿园,义乌市稠州中路391号,120.0669768,29.29910451,金华市,义乌市,稠城街道,幼儿园,330782,学前教育,NULL,01010000208A1100008857D45849045E40305BE71C924C3D40
4352,义乌市爱伦宝群星幼儿园,浙江省金华市义乌市北苑街道复兴社区居委会,120.0525971,29.31511234,金华市,义乌市,北苑街道,幼儿园,330782,学前教育,NULL,01010000208A110000A0B651C05D035E40C074D333AB503D40
4369,宁波市海曙区中原艺术幼儿园,宁波市海曙区郎官巷西弄14号,121.5314289,29.87689598,宁波市,海曙区,南门街道,幼儿园,330203,学前教育,NULL,01010000208A110000406779EE02625E4090FA50417CE03D40
4374,宁波市海曙区莓茜伊顿幼儿园有限公司,宁波市海曙区雅戈尔大道211号,121.500346,29.82856712,宁波市,海曙区,石碶街道,幼儿园,330203,学前教育,NULL,01010000208A110000E07054AB05605E4070D397F91CD43D40
4378,宁波市市级机关第二幼儿园,宁波市海曙区苍水街172号,121.5469119,29.87859828,宁波市,海曙区,鼓楼街道,幼儿园,330203,学前教育,NULL,01010000208A110000D8D7DE9A00635E40F0BD0DD1EBE03D40
4388,杭州市余杭区万泰幼儿园,杭州市余杭区乔司街道锦良路22号,120.2769639,30.3924571,杭州市,余杭区,乔司街道,幼儿园,330110,学前教育,NULL,01010000208A1100008048BEC6B9115E40D077961178643E40
4399,宁波市闻裕顺幼儿园,宁波市海曙区 蓝天路299弄12号,121.5128392,29.87431558,宁波市,海曙区,白云街道,幼儿园,330203,学前教育,NULL,01010000208A11000030CE7E5BD2605E40C0A96725D3DF3D40
4407,义乌市稠江第一小学,浙江省义乌市西城路599号,120.0471788,29.30437489,金华市,义乌市,稠江街道,小学,330782,初等教育,NULL,01010000208A110000C06535FA04035E4080CC3083EB4D3D40
4429,宁波市海曙区鄞江镇中心初级中学,浙江省宁波市海曙区鄞江镇悬慈村清源西路57号,121.3506746,29.76350865,宁波市,海曙区,鄞江镇,初级中学,330203,中等教育,NULL,01010000208A110000C869DD7371565E40007D744D75C33D40
4457,杭州市西湖区和家园幼儿园,杭州市西湖区杨梅山路305号,120.0588001,30.23824865,杭州市,西湖区,留下街道,幼儿园,330106,学前教育,NULL,01010000208A11000020378761C3035E40F0A718DDFD3C3E40
4472,杭州市保俶塔申花实验学校,杭州市西湖区竞舟北路189号,120.0942282,30.31091959,杭州市,西湖区,三墩镇,九年一贯制学校,330106,中等教育,NULL,01010000208A110000D04EA8D507065E40508E0D6D984F3E40
4480,义乌市金鹰实验学校,义乌市经发大道295号,120.040847,29.29700079,金华市,义乌市,稠江街道,九年一贯制学校,330782,中等教育,NULL,01010000208A1100009818C83C9D025E4020A4633E084C3D40
4496,宁波市海曙区集士港镇利华幼儿园,浙江省宁波市海曙区集士港镇翁家桥村153号,121.4389704,29.90157632,宁波市,海曙区,集士港镇,幼儿园,330203,学前教育,NULL,01010000208A11000090A63A17185C5E4080D6B1B4CDE63D40
4497,杭州市余杭区社区学院（杭州市余杭区商贸职业高级中学）,浙江省杭州市余杭区临平街道平吴街2号,120.3096931,30.42322419,杭州市,余杭区,南苑街道,职业高中学校,330110,中等教育,NULL,01010000208A110000487EDC02D2135E4010BF956B586C3E40
4511,杭州市余杭区良山学校,余杭区良渚镇良渚街道蒋家塘路28号,120.0809703,30.35345127,杭州市,余杭区,良渚街道,九年一贯制学校,330110,中等教育,NULL,01010000208A1100009074289E2E055E40B07E40C87B5A3E40
4522,义乌市北苑新蕾幼儿园,义乌市北苑街道拥军一区19幢,120.0468041,29.3246585,金华市,义乌市,北苑街道,幼儿园,330782,学前教育,NULL,01010000208A11000058868ED6FE025E40E0C0D4D11C533D40
4528,宁波市海曙区洞桥镇佳豪幼儿园,宁波市海曙区洞桥镇百梁村菜场路16号,121.3865631,29.76743454,宁波市,海曙区,洞桥镇,幼儿园,330203,学前教育,NULL,01010000208A11000040331B73BD585E40603CFE9676C43D40
4538,义乌市稠城中心幼儿园,浙江省义乌市稠城街道向阳社区城中中路57-7号,120.0754959,29.30760253,金华市,义乌市,稠城街道,幼儿园,330782,学前教育,NULL,01010000208A110000189C8AECD4045E40D038120ABF4E3D40
4539,杭州橄榄树学校,浙江省杭州市余杭区南苑街道新城路136号,120.3012795,30.39230411,杭州市,余杭区,南苑街道,十二年一贯制学校,330110,中等教育,NULL,01010000208A1100009800EF2948135E40D03DC60A6E643E40
4549,义乌市后宅未来星幼儿园,义乌市后宅街道下畈新村25幢1-2单元,120.0493413,29.38174065,金华市,义乌市,后宅街道,幼儿园,330782,学前教育,NULL,01010000208A1100008017646828035E40D07B68C1B9613D40
4554,义乌市北苑街道厚富幼儿园,浙江省义乌市北苑街道厚富小区36幢1号,120.059404,29.34819351,金华市,义乌市,北苑街道,幼儿园,330782,学前教育,NULL,01010000208A110000E8A38246CD035E40A03EAD3523593D40
4556,宁波市海曙区高桥镇博泽学校,浙江省宁波市海曙区高桥镇宋家漕村迎春路288号,121.4970821,29.87745618,宁波市,海曙区,高桥镇,九年一贯制学校,330203,中等教育,NULL,01010000208A110000886D8931D05F5E40F0C5DCF7A0E03D40
4561,义乌市江东街道青口幼儿园,义乌市江东街道青口东区9幢,120.1252592,29.31549667,金华市,义乌市,江东街道,幼儿园,330782,学前教育,NULL,01010000208A1100009837203F04085E402088D463C4503D40
4563,义乌市廿三里街道娃哈哈幼儿园,义乌市廿三里街道公园村34号,120.1676617,29.32798843,金华市,义乌市,廿三里街,幼儿园,330782,学前教育,NULL,01010000208A1100000854F4F7BA0A5E4000BAB30CF7533D40
4588,宁波华茂幼儿园,宁波市鄞州区鄞县大道中段2号,121.5074164,29.82423838,宁波市,海曙区,石碶街道,幼儿园,330203,学前教育,NULL,01010000208A110000385B7E8279605E40D017634901D33D40
4591,宁波市鄞江中学,宁波鄞州区鄞江镇四明东路79弄1号,121.3583774,29.78448106,宁波市,海曙区,鄞江镇,高级中学,330203,中等教育,NULL,01010000208A11000020788DA7EF565E40100831C0D3C83D40
4608,义乌市廿三里聪明宝贝幼儿园,义乌市廿三里街道石柱下村38栋,120.156316,29.33726966,金华市,义乌市,廿三里街,幼儿园,330782,学前教育,NULL,01010000208A1100003095EA14010A5E401039F84D57563D40
4610,杭州市文溪中学,浙江省杭州市西湖区春申街15号,120.0524186,30.28254101,杭州市,西湖区,蒋村街道,初级中学,330106,中等教育,NULL,01010000208A110000485D7FD35A035E401006929B54483E40
4623,宁波市中山艺术幼儿园,宁波市海曙区西河街5号,121.5426571,29.88112181,宁波市,海曙区,鼓楼街道,幼儿园,330203,学前教育,NULL,01010000208A11000068B8FAE4BA625E4090A0FA3291E13D40
4641,宁波市海曙区古林镇蓝天幼儿园,宁波市海曙区古林镇中心路113号,121.4319829,29.83296846,宁波市,海曙区,古林镇,幼儿园,330203,学前教育,NULL,01010000208A110000883CAD9BA55B5E40206AB96B3DD53D40
4642,义乌市廿三里李塘幼儿园,义乌市廿三里街道李塘村岩托下12号,120.1825266,29.36830747,金华市,义乌市,廿三里街,幼儿园,330782,学前教育,NULL,01010000208A110000F8300984AE0B5E4040D1FE65495E3D40
4671,杭州余杭区西城幼儿园,杭州市余杭区良渚街道金昌路66号,120.084776,30.34390613,杭州市,余杭区,良渚街道,幼儿园,330110,学前教育,NULL,01010000208A11000000895AF86C055E4000217A3B0A583E40
4674,义乌市江东街道世纪阳光幼儿园,义乌市江东街道塔下洲A区新街7幢,120.0421677,29.2716619,金华市,义乌市,江东街道,幼儿园,330782,学前教育,NULL,01010000208A110000780117E0B2025E4040F46CA28B453D40
4683,义乌市江东街道展苑幼儿园,浙江省义乌市江东街道青口江干村清溪东路31号,120.1316618,29.31727289,金华市,义乌市,江东街道,幼儿园,330782,学前教育,NULL,01010000208A11000028127D256D085E409029CACB38513D40
4689,义乌市宾王小学教育集团,义乌市稠城街道宗泽路489号,120.0934747,29.32315359,金华市,义乌市,稠城街道,小学,330782,初等教育,NULL,01010000208A1100001062737DFB055E40201CAA31BA523D40
4694,义乌市后宅街道神舟幼儿园,义乌市后宅神州路225号,120.0547674,29.35586224,金华市,义乌市,后宅街道,幼儿园,330782,学前教育,NULL,01010000208A11000098DD0F4F81035E40F090B7C9195B3D40
4705,浙江省省级机关职工业余大学,杭州市西湖区教工路135号,120.130358,30.28674556,杭州市,西湖区,翠苑街道,职工高校,330106,高等学校,NULL,01010000208A1100008898E7C857085E4090FF1C2868493E40
4706,国家海洋局第二海洋研究所,浙江省杭州市西湖区保俶北路36号,120.1352466,30.28207176,杭州市,西湖区,西溪街道,培养研究生的科研机构,330106,其他教育,NULL,01010000208A110000B88571E1A7085E404053D8DA35483E40
4708,宁波市海曙区集士港镇爱心幼儿园,浙江省宁波市海曙区集士港镇卖面桥村菜场西60号,121.4666552,29.879393,宁波市,海曙区,集士港镇,幼儿园,330203,学前教育,NULL,01010000208A11000048C09BADDD5D5E40D0BD46E61FE13D40
4718,义乌市稠江东方之辰幼儿园,义乌市稠江街道黎明村稠明路32号,120.044162,29.29366539,金华市,义乌市,稠江街道,幼儿园,330782,学前教育,NULL,01010000208A1100007805E38CD3025E40609BB6A72D4B3D40
4753,义乌市后宅街道曹村幼儿园,义乌市后宅街道曹村,120.015697,29.37659599,金华市,义乌市,后宅街道,幼儿园,330782,学前教育,NULL,01010000208A11000048CCC82D01015E40C0AC339868603D40
